lambda,qEXT,qSCA,qABS,eSQU
887,0.0047118212,0.00010684859999999987,0.0046049726,88.806635
889,0.0046452871,0.00010646329999999989,0.0045388238,89.166831
890,0.0045916613,0.00010577699999999961,0.0044858843,88.940731
891,0.0045257361,0.00010479180000000018,0.0044209443,88.458954
893,0.0043614435,0.00010181779999999998,0.0042596257,86.63486400000002
895,0.0041670252000000005,9.78966000000003e-05,0.0040691286,83.9627
897,0.0039536653,9.345549999999984e-05,0.0038602098,80.806377
899,0.003729830300000001,8.869610000000099e-05,0.0036411342,77.32334
900,0.0036162907,8.624980000000032e-05,0.0035300409,75.504077
901,0.0035027035,8.378379999999987e-05,0.0034189197,73.653548
903,0.0032780086,7.886029999999971e-05,0.0031991483000000003,70
905,0.003059974,7.403100000000001e-05,0.002985943,66.19573199999999
907,0.0028515602,6.937040000000016e-05,0.0027821898,62.56737
909,0.0026545752,6.493329999999976e-05,0.0025896419,59.075342000000006
911,0.002470069,6.074150000000018e-05,0.0024093275,55.75151700000001
913,0.0022983636,5.681410000000012e-05,0.0022415495,52.6128
915,0.0021393852,5.315289999999976e-05,0.0020862323,49.667455
917,0.0019927122,4.9756599999999747e-05,0.0019429556,46.91576
919,0.0018577254,4.6617100000000133e-05,0.0018111083,44.353306
921,0.001733674,4.371129999999998e-05,0.0016899627,41.972409000000006
