#Lambda,Qext,Qsca,Qabs,E^2
400.0,0.00010461398,-0.00010497229,0.00020958627,3.5429696
410.0,0.00010213389,-0.00010567813000000001,0.00020781202,3.5994365
420.0,9.9558085e-05,-0.00010489830500000001,0.00020445639,3.6223292
430.0,9.8562887e-05,-0.000103891343,0.00020245423,3.6539456
440.0,0.00010218349,-0.00010500868,0.00020719217,3.7718409
450.0,0.00010707299,-0.00010581252,0.00021288551,3.9118714
460.0,0.00010933767,-0.00010214334,0.00021148101,3.9404898
470.0,0.00011483186,-0.00010173455,0.00021656641,4.0940027
480.0,0.00013050158,-0.00010798218,0.00023848376,4.4939114
490.0,0.00015564874,-0.00012762487,0.00028327361,5.3913302
500.0,0.00020184977,-0.00017881056,0.00038066033,7.5954772
510.0,0.00027912508,-0.00029058949000000005,0.00056971457,12.822253
520.0,0.00038448284,-0.00049488331,0.00087936615,24.243029
530.0,0.00042438683,-0.0007235839699999999,0.0011479708,39.266814
540.0,0.00037154964,-0.0009126520600000001,0.0012842017,55.039082
550.0,0.00024311139,-0.00100696091,0.0012500723,67.122709
560.0,0.00010568231,-0.00104680479,0.0011524871,77.858723
570.0,-2.8614224e-05,-0.001078404824,0.0010497906,89.451087
580.0,-0.00016350667,-0.00114668015,0.00098317348,105.53432
590.0,-0.0003266017,-0.00130027949,0.00097367779,130.82049
600.0,-0.00055064863,-0.00158473083,0.0010340822,172.6743
610.0,-0.00086999205,-0.00201592415,0.0011459321,235.39045
620.0,-0.0012125088,-0.0024040236999999997,0.0011915149,298.69641
630.0,-0.0013020325,-0.00229894234,0.00099690984,303.13682
640.0,-0.0010415474,-0.00168550426,0.00064395686,231.34169
650.0,-0.00073526474,-0.00111827196,0.00038300722,157.53396
660.0,-0.00052022644,-0.0007586440800000001,0.00023841764,110.08841
670.0,-0.00037052587,-0.00052606921,0.00015554334,79.091577
680.0,-0.00025925563,-0.00036082107,0.00010156544,56.76242
690.0,-0.00018338973,-0.00025153607500000004,6.8146345e-05,40.955101
700.0,-0.00013295546,-0.000180290174,4.7334714e-05,29.987503
710.0,-9.9294986e-05,-0.000133134959,3.3839973e-05,22.433091
720.0,-7.5398349e-05,-0.00010003042299999999,2.4632074e-05,17.033314
730.0,-5.8810289e-05,-7.7166929e-05,1.835664e-05,13.245667
740.0,-4.7538831e-05,-6.1542206e-05,1.4003375e-05,10.590608
750.0,-3.9308596e-05,-5.0210383e-05,1.0901787e-05,8.6230791
760.0,-3.3204798e-05,-4.18956592e-05,8.6908612e-06,7.1340344
770.0,-2.836974e-05,-3.53946458e-05,7.0249058e-06,5.963003
780.0,-2.4477262e-05,-3.0264639599999998e-05,5.7873776e-06,5.0408317
790.0,-2.1321562e-05,-2.6185137e-05,4.863575e-06,4.3042819
800.0,-1.8745013e-05,-2.28762618e-05,4.1312488e-06,3.7080142
810.0,-1.6585922e-05,-2.00865089e-05,3.5005869e-06,3.2167791
820.0,-1.4734196e-05,-1.77018023e-05,2.9676063e-06,2.8072861
830.0,-1.3010479e-05,-1.55236947e-05,2.5132157e-06,2.4603292
840.0,-1.1577891e-05,-1.37329885e-05,2.1550975e-06,2.1697521
850.0,-1.0392765e-05,-1.2276600900000001e-05,1.8838359e-06,1.9260893
860.0,-9.41334e-06,-1.11024519e-05,1.6891119e-06,1.7214448
870.0,-8.5987062e-06,-1.0146152300000001e-05,1.5474461e-06,1.548275
880.0,-7.9186083e-06,-9.360187300000002e-06,1.441579e-06,1.4002419
890.0,-7.3625813e-06,-8.7241291e-06,1.3615478e-06,1.2731988
900.0,-6.9879641e-06,-8.290197399999999e-06,1.3022333e-06,1.1671433
