#Lambda,Qext,Qsca,Qabs,E^2
400.0,0.00056730959,-6.695097e-05,0.00063426056,2.7326356
410.0,0.00055374901,-7.341215999999992e-05,0.00062716117,2.7702438
420.0,0.0005384674,-7.837653000000006e-05,0.00061684393,2.786826
430.0,0.00052628354,-8.220364999999999e-05,0.00060848719,2.8005007
440.0,0.00052545321,-8.576119000000006e-05,0.0006112144,2.8413922
450.0,0.00052753058,-8.866555e-05,0.00061619613,2.8957976
460.0,0.00052080103,-8.884956000000004e-05,0.00060965059,2.9031301
470.0,0.00052466693,-9.043726e-05,0.00061510419,2.975566
480.0,0.00055227894,-9.433269999999994e-05,0.00064661164,3.133796
490.0,0.00060829068,-0.00010602460000000001,0.00071431528,3.5364214
500.0,0.00072167233,-0.00013327407,0.0008549464,4.5315766
510.0,0.00091341942,-0.00018216948000000007,0.0010955889,6.7299952
520.0,0.0011687224,-0.00024860820000000006,0.0014173306,10.928554
530.0,0.0012841631,-0.00030139999999999985,0.0015855631,15.377221
540.0,0.0012000331,-0.0003183403000000002,0.0015183734,18.613623
550.0,0.00095967214,-0.00029604956,0.0012557217,19.387395
560.0,0.0007109589,-0.00025536026999999995,0.00096631917,18.819894
570.0,0.00050274445,-0.00021365551999999997,0.00071639997,17.562656
580.0,0.00035072805,-0.00017964967999999998,0.00053037773,16.247774
590.0,0.00024349662,-0.00015538715000000002,0.00039888377,15.091331
600.0,0.00016970349,-0.00013785107000000002,0.00030755456,14.26485
610.0,0.00011821256,-0.00012570988,0.00024392244,13.761113
620.0,8.1243155e-05,-0.000117332195,0.00019857535,13.554098
630.0,5.3956627e-05,-0.000110624553,0.00016458118,13.599679
640.0,3.2509142e-05,-0.00010733942800000001,0.00013984857,13.879122
650.0,1.4373168e-05,-0.00010770420199999999,0.00012207737,14.444766
660.0,-2.2313762e-06,-0.0001120527162,0.00010982134,15.345027
670.0,-1.6211782e-05,-0.000118723432,0.00010251165,16.122087
680.0,-2.4477773e-05,-0.000120165002,9.5687229e-05,16.326331
690.0,-3.2400459e-05,-0.00012355812899999998,9.115767e-05,16.569961
700.0,-4.3315817e-05,-0.00013295867,8.9642853e-05,17.285904
710.0,-5.7166652e-05,-0.00014736795999999999,9.0201308e-05,18.450232
720.0,-7.5415848e-05,-0.000168525942,9.3110094e-05,20.463966
730.0,-9.8195665e-05,-0.000196321189,9.8125524e-05,23.099523
740.0,-0.00012383555,-0.00022794065,0.0001041051,25.765748
750.0,-0.00015416106,-0.00026555896,0.0001113979,28.894314
760.0,-0.00019084664,-0.00031132222000000004,0.00012047558,32.578528
770.0,-0.00023934088,-0.00037243123,0.00013309035,37.571802
780.0,-0.00030287481,-0.00045256683999999995,0.00014969203,44.103683
790.0,-0.00038795863,-0.0005597754700000001,0.00017181684,52.766399
800.0,-0.00050416943,-0.0007054887799999999,0.00020131935,64.559349
810.0,-0.00066862292,-0.00091079182,0.0002421689,81.091917
820.0,-0.00090878587,-0.00120887405,0.00030008818,104.89998
830.0,-0.0012734018,-0.00165741634,0.00038401454,141.5644
840.0,-0.0018338768,-0.00234108332,0.00050720652,196.61921
850.0,-0.0026400478,-0.0033129339799999997,0.00067288618,273.18675
860.0,-0.0035449337,-0.0043806554,0.0008357217,354.35497
870.0,-0.0039627561,-0.00482928334,0.00086652724,382.72304
880.0,-0.0034968529,-0.00420833357,0.00071148067,326.58928
890.0,-0.0026338587,-0.00313513082,0.00050127212,237.94553
900.0,-0.0019133463,-0.00225631602,0.00034296972,166.20471
