#Lambda,Qext,Qsca,Qabs,E^2
400.0,0.00010888985,-9.173657999999999e-05,0.00020062643,3.3881863
410.0,0.00010651882,-9.218369999999999e-05,0.00019870252,3.4382529
420.0,0.00010396552,-9.137685e-05,0.00019534237,3.4574454
430.0,0.00010283886,-9.032679999999999e-05,0.00019316566,3.4829221
440.0,0.00010604648,-9.091469e-05,0.00019696117,3.582231
450.0,0.00011032337,-9.116926999999999e-05,0.00020149264,3.6992348
460.0,0.00011187399,-8.773248e-05,0.00019960647,3.7162061
470.0,0.00011649295,-8.693207999999999e-05,0.00020342503,3.8427208
480.0,0.00013050471,-9.134387000000002e-05,0.00022184858,4.1777203
490.0,0.00015340557,-0.00010639637000000001,0.00025980194,4.9415964
500.0,0.00019582035,-0.00014584903000000002,0.00034166938,6.8121864
510.0,0.00026669353,-0.00023038703000000002,0.00049708056,11.171774
520.0,0.0003630693,-0.00038027692,0.00074334622,20.430315
530.0,0.0004026359,-0.0005410566799999999,0.00094369258,32.073356
540.0,0.00036201974,-0.0006633135599999999,0.0010253333,43.379344
550.0,0.00025896824,-0.0007107164799999999,0.00096968472,50.816354
560.0,0.00015308231,-0.00071452533,0.00086760764,56.249853
570.0,5.8542914e-05,-0.000701230046,0.00075977296,60.935132
580.0,-2.1927143e-05,-0.000691693403,0.00066976626,66.687027
590.0,-9.83872e-05,-0.00070721182,0.00060882462,75.483525
600.0,-0.00018042983,-0.00076663742,0.00058620759,90.461946
610.0,-0.00028587519,-0.00089470088,0.00060882569,116.08694
620.0,-0.00044213755,-0.00112906682,0.00068692927,160.77183
630.0,-0.00069464714,-0.0015355466,0.00084089946,241.29058
640.0,-0.0011263226,-0.0022301472,0.0011038246,383.82411
650.0,-0.0016335853,-0.0029671311,0.0013335458,554.53331
660.0,-0.0015350327,-0.002602395,0.0010673623,521.85128
670.0,-0.00094581472,-0.0015178663,0.00057205158,314.99886
680.0,-0.00054278338,-0.0008334518500000001,0.00029066847,176.96997
690.0,-0.0003331833,-0.00049378904,0.00016060574,105.99397
700.0,-0.00021947473,-0.000316070954,9.6596224e-05,67.824016
710.0,-0.00015365047,-0.00021612213399999997,6.2471664e-05,46.05862
720.0,-0.00011066144,-0.00015230988399999999,4.1648444e-05,32.39691
730.0,-8.2987049e-05,-0.000112271474,2.9284425e-05,23.749564
740.0,-6.5360953e-05,-8.7438016e-05,2.2077063e-05,18.218542
750.0,-5.3009873e-05,-7.0464249e-05,1.7454376e-05,14.385721
760.0,-4.4045515e-05,-5.8457049e-05,1.4411534e-05,11.636254
770.0,-3.7023788e-05,-4.9179349e-05,1.2155561e-05,9.5519805
780.0,-3.1450955e-05,-4.1928082e-05,1.0477127e-05,7.9585697
790.0,-2.6969869e-05,-3.6208932e-05,9.239063e-06,6.7202611
800.0,-2.3331404e-05,-3.17044202e-05,8.3730162e-06,5.7489693
810.0,-2.0316236e-05,-2.80325684e-05,7.7163324e-06,4.9715369
820.0,-1.7780882e-05,-2.4947158699999997e-05,7.1662767e-06,4.336285
830.0,-1.5476861e-05,-2.21557954e-05,6.6789344e-06,3.8085191
840.0,-1.3574656e-05,-1.9877207600000002e-05,6.3025516e-06,3.3754383
850.0,-1.1978275e-05,-1.8014786e-05,6.036511e-06,3.0197207
860.0,-1.0613549e-05,-1.65298244e-05,5.9162754e-06,2.7293898
870.0,-9.4270558e-06,-1.53435593e-05,5.9165035e-06,2.4910228
880.0,-8.4008248e-06,-1.4382229399999998e-05,5.9814046e-06,2.2927712
890.0,-7.5047213e-06,-1.3604792e-05,6.1000707e-06,2.1275031
900.0,-6.8164935e-06,-1.30798228e-05,6.2633293e-06,1.9868511
