lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
400.0,0.00027382871,-0.00019068228000000003,0.00046451099,3.662397,2.35153,1.71299,5.51161,3.77304,1.15653,10.1524
410.0,0.00026645673,-0.00019396095000000002,0.00046041768,3.7210162,2.38873,1.74066,5.60343,3.83385,1.1747,10.30929
420.0,0.00025858431,-0.00019431386000000008,0.0004528981700000001,3.7439238,2.39677,1.75585,5.63776,3.85741,1.18739,10.34724
430.0,0.00025404068,-0.00019380137,0.00044784205,3.77143,2.39493,1.78597,5.66441,3.8857,1.21608,10.36737
440.0,0.00025951702,-0.00019628768,0.0004558047,3.8751281,2.41337,1.87732,5.7858,3.99332,1.3032,10.53939
450.0,0.00026779249,-0.00019818423000000001,0.00046597672,4.0025793,2.43207,1.99412,5.9332,4.12558,1.41592,10.74155
460.0,0.00027010221,-0.00019236972,0.00046247193,4.0262984,2.37836,2.0643,5.91606,4.14947,1.4989,10.62644
470.0,0.00028006793,-0.00019227873999999996,0.00047234667,4.1755278,2.38726,2.2129,6.06688,4.30424,1.64568,10.83455
480.0,0.00031119891,-0.0002028027300000001,0.0005140016400000001,4.5437925,2.43523,2.56957,6.46626,4.68791,1.93948,11.42735
490.0,0.00036329731,-0.00023676006999999997,0.00060005738,5.396973,2.73393,3.22598,7.54115,5.58,2.42465,13.27257
500.0,0.0004606608,-0.00032367682999999995,0.0007843376299999999,7.4984635,3.73184,4.66278,10.36238,7.78539,3.35006,18.5432
510.0,0.00062282429,-0.0005052345099999999,0.0011280588,12.389521,6.51161,7.60159,17.29493,12.93732,4.90762,32.33807
520.0,0.0008408627000000001,-0.0008139854,0.0016548481,22.651252,13.13929,13.04075,32.45381,23.77269,7.29404,64.03398
530.0,0.00093171562,-0.00113385248,0.0020655681,35.444929,22.97378,18.30144,52.74826,37.27069,8.79175,107.71482
540.0,0.00084684946,-0.00136776594,0.0022146154,48.004957,34.16893,21.88042,73.97789,50.49384,8.91351,155.23332
550.0,0.0006203108000000001,-0.0014502070999999998,0.0020705179,56.6277,43.48384,22.72242,89.86833,59.53532,7.58002,194.40573
560.0,0.00038024057,-0.0014412260300000002,0.0018214666,63.099839,51.06398,22.60637,102.33104,66.29808,5.90091,225.58818
570.0,0.00016017839,-0.00140801071,0.0015681891,68.80139,57.77393,22.33845,113.94347,72.2314,4.69101,250.97392
580.0,-3.0931074e-05,-0.001408605674,0.0013776746,76.037136,65.69356,22.66565,127.38219,79.75788,3.48558,277.79721
590.0,-0.00021919079,-0.00149475679,0.001275566,87.42955,77.38011,24.23106,147.70482,91.622,2.41524,325.58578
600.0,-0.00043338814000000014,-0.00170217824,0.0012687901,106.85672,96.3399,27.97255,181.61322,111.88709,1.86307,402.10761
610.0,-0.00072619494,-0.0020991521400000003,0.0013729572,139.96206,127.78806,35.13612,238.63916,146.44222,2.22468,527.32701
620.0,-0.0011758976,-0.002792358,0.0016164604,196.34985,180.5542,47.96842,335.42017,205.28765,1.49684,742.81077
621.0,-0.0012321267,-0.0028809923000000003,0.0016488656,203.78963,187.47569,49.77732,348.39688,213.05044,1.43756,770.83231
623.0,-0.0013533195,-0.0030726814,0.0017193619,219.85412,202.40405,53.53528,375.70625,229.81062,1.36163,831.17709
625.0,-0.0014869152,-0.0032844034,0.0017974882,237.57622,218.85196,57.87169,405.96736,248.29806,1.36151,897.50405
627.0,-0.0016335928,-0.0035166386999999997,0.0018830459,257.00966,236.86972,62.45267,438.98109,268.56883,1.46138,969.99697
629.0,-0.0017935872,-0.0037689993999999996,0.0019754122,278.14262,256.44759,67.21708,475.15807,290.61106,1.48932,1048.5091
630.0,-0.0018784715,-0.0039022626000000003,0.0020237911,289.31512,266.79309,69.83183,493.9252,302.26408,1.37142,1089.8689
631.0,-0.0019664306,-0.0040397734,0.0020733428,300.85706,277.47825,72.39174,513.53645,314.30248,1.28441,1132.4768
633.0,-0.0021505936,-0.0043253686,0.002174775,324.88407,299.71443,77.87636,554.7855,339.36333,1.19263,1220.7384
635.0,-0.0023431191,-0.0046197337,0.0022766146,349.75375,322.72193,83.67543,597.62363,365.30429,1.09547,1314.3225
637.0,-0.0025392246,-0.0049138105,0.0023745859,374.75012,345.83712,89.57756,641.22995,391.37841,1.04208,1411.1864
639.0,-0.002732103,-0.0051953518,0.0024632488,398.89298,368.14885,95.1372,682.6306,416.56205,1.04756,1503.9492
640.0,-0.0028246694,-0.0053267951,0.0025021257,410.27169,378.65763,97.7333,701.87693,428.43078,1.07733,1547.1654
641.0,-0.0029130322,-0.0054492772999999994,0.0025362451,420.96731,388.53018,99.99692,719.65765,439.58635,0.91705,1588.1046
643.0,-0.0030719654,-0.0056588949,0.0025869295,439.61636,405.72423,104.41956,752.0011,459.03411,0.6509,1666.1863
645.0,-0.0031986891,-0.0058079952,0.0026093061,453.51375,418.50443,107.45402,775.70485,473.51933,0.49419,1724.5097
647.0,-0.003284436,-0.0058835663,0.0025991303,461.58587,425.88251,109.47382,788.55026,481.91993,0.45331,1757.9699
649.0,-0.0033234626,-0.0058782942,0.0025548316,463.21511,427.29561,109.74692,792.22293,483.59027,0.52386,1766.1977
650.0,-0.0033247584000000003,-0.0058449955,0.0025202371,461.57654,425.73394,109.33958,789.41014,481.86265,0.60674,1767.2825
651.0,-0.003314077,-0.0057919779,0.0024779009,458.35614,422.7104,108.52515,783.93758,478.48237,0.72229,1761.763
653.0,-0.0032587037,-0.0056312388000000005,0.0023725351000000003,447.50872,412.59269,105.92478,766.06397,467.11789,1.05852,1731.1686
655.0,-0.0031630276,-0.005407786899999999,0.0022447593,431.56816,397.77153,102.3889,739.20605,450.43318,1.55279,1676.178
657.0,-0.003034806,-0.0051362211,0.0021014151,411.65411,379.27867,97.4093,704.93642,429.59904,2.12668,1600.0976
659.0,-0.0028826372,-0.0048319092,0.001949272,388.94323,358.19883,92.31822,666.29727,405.84715,1.90897,1507.6004
660.0,-0.002798467,-0.0046694538999999995,0.0018709869,376.28627,346.47471,89.39194,644.51374,392.61279,1.77877,1454.3232
661.0,-0.0027101503,-0.004502295999999999,0.0017921457,362.84895,334.04752,86.48736,621.04321,378.5641,1.70574,1396.9412
670.0,-0.0019329463,-0.0031000919,0.0011671456,250.39377,230.07306,59.07274,428.72734,261.05664,1.681,939.96597
680.0,-0.001288002,-0.0019977817,0.0007097797,163.36503,150.13164,37.70629,279.86428,170.12261,0.21927,629.77766
690.0,-0.0008649811599999999,-0.00129718905,0.0004322078900000001,109.18749,101.04979,23.89421,187.71006,113.5698,0.23575,429.75184
700.0,-0.00058116241,-0.00084217808,0.00026101567000000005,73.190926,68.37555,15.44397,125.50467,76.07088,0.20655,285.40708
710.0,-0.00040236545,-0.00056501141,0.00016264596,50.18305,47.18824,10.28949,86.54068,52.12655,0.13756,200.14999
720.0,-0.00028255471,-0.0003854454,0.00010289069,34.923823,32.97734,7.04006,60.42499,36.25407,0.05963,138.43907
730.0,-0.0002067716,-0.000275032959,6.8261359e-05,25.284629,23.93582,5.01245,43.78607,26.22994,0.05789,101.8381
740.0,-0.00016024416000000002,-0.000208722139,4.8477979e-05,19.262817,18.26127,3.75786,33.4752,19.97226,0.04096,77.01442
750.0,-0.00012829796,-0.000164168043,3.5870083e-05,15.101206,14.3151,2.92435,26.26212,15.65086,0.0365,59.79442
760.0,-0.00010552855,-0.000132906689,2.7378139e-05,12.119429,11.48889,2.36128,21.02655,12.55693,0.01589,47.1385
