lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
770.0,-8.7881569e-05,-0.000109047305,2.1165736e-05,9.8411235,9.32854,1.93542,17.0326,10.19335,0.00861,38.05201
780.0,-7.4250135e-05,-9.0930504e-05,1.6680369e-05,8.1112476,7.6815,1.62855,14.08252,8.39871,0.00802,32.11456
790.0,-6.3433598e-05,-7.6785355e-05,1.3351757e-05,6.7704856,6.40553,1.36877,11.78074,7.00792,0.00607,26.6623
800.0,-5.4778822e-05,-6.5633947e-05,1.0855125e-05,5.7144416,5.40265,1.15933,9.97339,5.91332,0.00701,22.59034
810.0,-4.7797949e-05,-5.67532631e-05,8.955314099999999e-06,4.8731765,4.60447,0.98058,8.51508,5.04159,0.01121,19.9656
820.0,-4.2087801e-05,-4.95809609e-05,7.4931599e-06,4.1963737,3.96167,0.8356,7.32349,4.34038,0.01004,17.56262
830.0,-3.6898121e-05,-4.31706816e-05,6.272560599999998e-06,3.6388009,3.42995,0.73369,6.32947,3.76267,0.00495,14.76268
840.0,-3.2528483e-05,-3.78294013e-05,5.3009182999999986e-06,3.1798578,2.99292,0.6457,5.5336,3.28672,0.00569,12.51814
850.0,-2.8868632e-05,-3.33978852e-05,4.5292532e-06,2.7974835,2.63083,0.57252,4.85528,2.89073,0.00227,11.05623
860.0,-2.5799623e-05,-2.9720233399999997e-05,3.9206104e-06,2.4768527,2.32794,0.51205,4.3016,2.55963,0.00279,10.68445
870.0,-2.3199953e-05,-2.66278769e-05,3.4279239e-06,2.2056319,2.07024,0.46462,3.82215,2.27965,0.00523,9.97286
880.0,-2.1000089e-05,-2.40275883e-05,3.0274993e-06,1.9745698,1.84868,0.42287,3.41725,2.04112,0.00464,8.89772
890.0,-1.9154019e-05,-2.18685093e-05,2.7144903e-06,1.7780106,1.65823,0.38627,3.07539,1.8384,0.00298,7.79639
900.0,-1.7789115e-05,-2.02837479e-05,2.4946329e-06,1.6150646,1.50035,0.35568,2.79572,1.67036,0.00231,6.93019
