lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
620.0,-9.5455733e-05,-0.000387022793,0.00029156706000000004,36.240177,33.44437,8.72279,61.97903,37.86733,0.23564,139.33111
630.0,-0.00013752768,-0.00040997384999999996,0.00027244617,40.508304,37.45305,9.60585,69.56521,42.30586,0.20613,153.06312
640.0,-0.00018678792,-0.00045314254000000003,0.00026635462,46.301209,42.82603,10.81196,79.57511,48.34211,0.2018,176.51182
650.0,-0.0002468865,-0.00051915064,0.00027226414,53.786366,49.63078,12.65751,92.52325,56.1402,0.22175,206.94642
660.0,-0.00031787367,-0.00060519636,0.00028732269,63.045614,58.02324,15.0162,108.47888,65.78913,0.15671,243.29181
670.0,-0.00040367818,-0.00071958182,0.00031590364,74.484818,68.54405,17.58664,127.71677,77.70039,0.45737,287.28724
680.0,-0.00050926664,-0.00086490128,0.00035563464,89.929807,82.96107,20.97028,154.24674,93.77068,0.28181,339.79507
690.0,-0.00064672581,-0.0010555086000000001,0.0004087827900000001,111.52206,103.51474,25.27204,190.97514,116.17494,0.39142,435.59212
700.0,-0.00085351273,-0.00134190444,0.00048839171,145.04811,135.81205,31.19293,248.76903,150.93273,0.42407,574.00844
710.0,-0.0011839772,-0.0018009824,0.0006170052,200.58629,189.39157,41.36589,344.7826,208.54049,0.57988,783.3461
720.0,-0.0017875814000000005,-0.0026362398500000004,0.00084865845,304.44917,289.05387,61.47756,525.41573,316.27307,0.64768,1196.1916
721.0,-0.0018640827,-0.00274113488,0.0008770521800000001,317.58821,301.64208,63.97439,548.31174,329.89773,0.66075,1252.7279
723.0,-0.0020238471,-0.0029592104300000003,0.00093536333,344.98447,327.88497,69.53692,595.81208,358.30372,0.46201,1370.3237
725.0,-0.0021892638,-0.0031833123000000003,0.0009940485000000002,373.27285,354.98415,74.71995,645.02475,387.63021,0.2379,1491.1025
727.0,-0.0023543492,-0.0034047301,0.0010503809,401.40251,381.94408,79.74341,693.12974,416.78741,0.09961,1609.9646
729.0,-0.0025107837,-0.0036115608,0.0011007771,427.92718,407.39159,84.72677,737.93442,444.2758,0.06855,1720.1039
730.0,-0.0025825859,-0.0037050382,0.0011224523,440.04161,419.02981,87.08685,759.36066,456.82812,0.09057,1769.4464
731.0,-0.0026441445,-0.0037840034,0.0011398589,450.20149,428.80218,89.08494,777.18391,467.35288,0.13717,1810.0304
733.0,-0.0027469206,-0.0039119813,0.0011650607,466.90933,444.92045,92.58842,806.127,484.65548,0.3101,1873.7587
735.0,-0.0028160865000000004,-0.003991307500000001,0.0011752210000000002,477.72204,455.43491,94.16472,825.39001,495.84405,0.57196,1909.1367
737.0,-0.0028458506,-0.0040144863,0.0011686357,481.70355,459.44474,94.61502,831.97129,499.94853,0.89234,1921.7902
739.0,-0.002833654,-0.0039787138,0.0011450598,478.48686,456.58701,93.64709,826.34485,496.58852,1.22421,1907.0625
740.0,-0.0028120413,-0.0039392823,0.001127241,474.23989,452.63748,92.50183,818.22976,492.17203,1.38066,1887.9357
741.0,-0.0027806461,-0.0038863967,0.0011057506,468.33982,447.10617,91.35351,807.96568,486.04108,1.37756,1861.3933
743.0,-0.0026913631,-0.0037446041,0.001053241,452.09931,431.78974,88.27485,781.05402,469.17299,1.28799,1789.1422
745.0,-0.0025727738000000003,-0.0035636366400000003,0.00099086284,430.999,411.8071,84.57856,745.29035,447.26251,1.17167,1696.3213
747.0,-0.0024330214,-0.0033552205400000003,0.00092219914,406.45057,388.50034,79.48513,702.95388,421.7727,1.09173,1589.5829
749.0,-0.0022802363000000003,-0.00313085639,0.00085062009,379.84319,363.19409,73.89063,656.94088,394.14459,1.05739,1478.0921
750.0,-0.0022012723000000003,-0.003015923,0.0008146507000000001,366.15878,350.16499,71.12453,634.17974,379.9348,1.05239,1425.8662
751.0,-0.002121669,-0.00290063559,0.00077896659,352.39985,337.0573,68.61001,610.42454,365.64749,0.8105,1372.7382
753.0,-0.0019632313,-0.0026726644799999998,0.00070943318,325.10474,311.03314,63.45813,563.30172,337.304,0.42944,1266.0943
755.0,-0.0018093608,-0.00245290958,0.00064354878,298.68919,285.82516,58.27685,517.709,309.87446,0.31318,1161.7832
757.0,-0.0016629903,-0.0022452212,0.0005822309,273.54427,261.81394,53.09242,474.32998,283.76603,0.39664,1062.1441
759.0,-0.0015261379999999998,-0.00205214896,0.00052601096,250.03354,239.34953,48.51924,433.76522,259.35668,0.31535,969.43317
760.0,-0.0014616525,-0.0019615288400000003,0.0004998763400000001,238.98274,228.78556,46.38703,414.62263,247.88446,0.28688,926.20048
761.0,-0.0013973835,-0.00187149349,0.00047410999,228.0468,218.32892,44.2625,395.70614,236.53247,0.27702,883.67219
770.0,-0.00093789153,-0.0012346315,0.00029673997000000005,150.44139,144.08284,28.82518,262.19427,155.99831,0.52272,591.73214
780.0,-0.00062475419,-0.00080823118,0.00018347699,98.210702,94.12433,18.71325,170.97394,101.82103,0.20442,393.63005
790.0,-0.00043663505999999986,-0.0005557613499999999,0.00011912629,67.226717,64.49249,12.80972,117.32362,69.69336,0.17949,266.0653
800.0,-0.00031874846,-0.000399604057,8.0855597e-05,48.046362,46.15724,9.03046,83.86091,49.81533,0.13432,189.21628
810.0,-0.0002412235,-0.00029822128900000003,5.6997789e-05,35.61019,34.25978,6.63762,62.1239,36.92665,0.11136,142.80675
820.0,-0.00018821708,-0.000229805956,4.1588876e-05,27.197805,26.18151,5.07449,47.42274,28.20471,0.06205,110.33076
830.0,-0.00014881684,-0.000179655673,3.0838833e-05,21.256331,20.44525,3.98059,37.07402,22.04151,0.01093,86.79263
840.0,-0.00012024316,-0.000143649638,2.3406478000000007e-05,16.98234,16.31982,3.16662,29.67051,17.6094,0.0273,69.13819
850.0,-9.9153002e-05,-0.00011731247,1.8159468e-05,13.82688,13.28513,2.61452,24.15291,14.34082,0.03015,56.49361
860.0,-8.321870300000001e-05,-9.762834200000001e-05,1.4409639e-05,11.444055,10.9984,2.16786,19.93747,11.87377,0.02692,46.93892
870.0,-7.0919252e-05,-8.2613641e-05,1.1694389e-05,9.608184,9.23519,1.84157,16.7494,9.97119,0.01346,39.82151
880.0,-6.1267991e-05,-7.09422715e-05,9.6742805e-06,8.1673939,7.84344,1.54917,14.2595,8.47468,0.00955,34.72682
890.0,-5.3606409e-05,-6.17462673e-05,8.1398583e-06,7.0188842,6.73082,1.32278,12.24631,7.28151,0.01051,30.25874
900.0,-4.8098534e-05,-5.51692047e-05,7.070670700000002e-06,6.1246571,5.86724,1.15695,10.68398,6.35435,0.00552,26.07662
