lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
400.0,0.00026903654,-0.00014521943,0.00041425597,3.2653548,2.07766,1.53906,4.91804,3.36157,1.00974,8.93264
410.0,0.00026293494,-0.00014529687,0.00040823181,3.2984955,2.09913,1.55378,4.97411,3.3961,1.02166,9.02294
420.0,0.00025622816,-0.00014356793000000001,0.00039979609,3.304223,2.09765,1.56045,4.97893,3.40202,1.02982,9.02206
430.0,0.00025220208,-0.00014129784999999988,0.00039349992999999987,3.3130652,2.08671,1.57877,4.98228,3.41115,1.05177,9.00322
440.0,0.00025658312,-0.00014074632,0.00039732944,3.3771537,2.0857,1.64698,5.04577,3.47788,1.11925,9.083
450.0,0.0002630088,-0.00013976646,0.00040277526,3.4587044,2.0834,1.73267,5.1269,3.56275,1.20679,9.18242
460.0,0.00026377063,-0.00013410328000000002,0.00039787391,3.462781,2.02743,1.78559,5.0888,3.56658,1.2727,9.04905
470.0,0.00027100685000000003,-0.00013200234999999994,0.0004030092,3.5612121,2.01707,1.89824,5.17843,3.66887,1.388,9.15023
480.0,0.00029571231,-0.00013590621999999992,0.00043161852999999993,3.8134648,2.0212,2.16434,5.43539,3.93216,1.65123,9.49538
490.0,0.00033809191,-0.00015354771999999997,0.00049163963,4.4183439,2.20616,2.65382,6.17811,4.56518,2.04893,10.7453
500.0,0.00041776154,-0.00020053958999999993,0.0006183011299999999,5.9033218,2.87826,3.6753,8.19073,6.12341,2.72214,14.33858
510.0,0.0005486293499999999,-0.00029600692000000004,0.00084463627,9.2560236,4.72975,5.69807,12.95576,9.65113,3.89573,23.33998
520.0,0.00071774503,-0.0004477715699999999,0.0011655166,15.89838,8.93794,9.22074,22.84468,16.65424,5.55504,43.00517
530.0,0.00077432447,-0.00058037473,0.0013546992,23.156231,14.63626,12.00124,34.64091,24.30801,6.28611,67.92432
540.0,0.00069042324,-0.00064142356,0.0013318468,28.771258,20.06675,13.17651,44.65194,30.2243,5.82757,90.67336
550.0,0.00051395201,-0.00061728439,0.0011312364,30.893534,23.38156,12.45473,49.26623,32.45234,4.56879,103.54889
560.0,0.00034653951,-0.00055568864,0.00090222815,31.302874,25.31068,11.20007,50.90089,32.87378,3.21198,110.58469
570.0,0.00021194164,-0.00048944769,0.00070138933,30.935961,26.59611,9.81624,50.87975,32.47401,2.06087,115.64023
580.0,0.00011444902,-0.00043605258,0.0005505016,30.64746,27.75928,8.68963,50.83099,32.15084,1.32586,123.45853
590.0,4.3550801e-05,-0.000400041109,0.00044359191,30.681456,28.41155,8.04712,51.34553,32.15454,0.84709,127.54288
600.0,-9.3973959e-06,-0.0003796807359,0.00037028334,31.45604,29.04472,7.97055,53.06162,32.928,0.51919,127.85267
610.0,-5.376541e-05,-0.00037589291999999997,0.00032212751,33.258179,30.64602,8.18711,56.60311,34.77918,0.32824,130.57925
