#Lambda,Qext,Qsca,Qabs,E^2
300.0,0.0023573529,0.00017888870000000012,0.0021784642,1.2191696
310.0,0.0023032205,0.00016296730000000008,0.0021402532,1.2329799
320.0,0.0022616654,0.00014985450000000022,0.0021118109,1.2473154
330.0,0.0021754887,0.00013133710000000007,0.0020441516,1.2421897
340.0,0.0021022624,0.00011696869999999965,0.0019852937,1.2446848
350.0,0.0020436809,0.00010594109999999984,0.0019377398,1.2534689
360.0,0.0020119597,9.805920000000002e-05,0.0019139005,1.2646144
370.0,0.0019993062,9.22818999999997e-05,0.0019070243,1.2782462
380.0,0.0019873704,8.71025000000001e-05,0.0019002679,1.2934278
390.0,0.0019642439,8.153989999999992e-05,0.001882704,1.3072632
400.0,0.0019320552,7.565710000000006e-05,0.0018563981,1.3174859
410.0,0.0018941722,6.969050000000003e-05,0.0018244817,1.3235604
420.0,0.0018509367,6.384480000000002e-05,0.0017870919,1.3271708
430.0,0.0018014957,5.8016400000000063e-05,0.0017434793,1.326663
440.0,0.0017441535,5.2065499999999964e-05,0.001692088,1.3196261
450.0,0.0016816139,4.634880000000015e-05,0.0016352651,1.3088115
460.0,0.0016095965,4.075539999999988e-05,0.0015688411,1.2946291
470.0,0.0015419434,3.589859999999991e-05,0.0015060448,1.2796235
480.0,0.0014611538,3.103890000000003e-05,0.0014301149,1.2575527
490.0,0.0013997473,2.7779099999999946e-05,0.0013719682,1.2438216
500.0,0.0013607699,2.6487699999999973e-05,0.0013342822,1.2450573
510.0,0.0013437245,2.756280000000013e-05,0.0013161617,1.2725283
520.0,0.0013410193,3.065779999999996e-05,0.0013103615,1.3330897
530.0,0.0013893514,3.537549999999999e-05,0.0013539759,1.4348043
540.0,0.0014329214,4.0769499999999915e-05,0.0013921519,1.5741395
550.0,0.0014865479,4.889619999999995e-05,0.0014376517,1.7958277
560.0,0.0015553475,6.11155e-05,0.001494232,2.1488598
570.0,0.0016751483,8.039450000000008e-05,0.0015947538,2.7078908
580.0,0.0018479371,0.0001092736,0.0017386635,3.4703126
590.0,0.0021227564,0.0001537181000000002,0.0019690383,4.5036618
600.0,0.0025672572,0.000220577,0.0023466802,6.1411209
610.0,0.0032810172,0.0003213991,0.0029596181,8.9149847
620.0,0.0043690433,0.00047190389999999995,0.0038971394,13.554118
630.0,0.0059460893,0.0006908618000000004,0.0052552275,21.116938
640.0,0.0081806499,0.0009921206999999998,0.0071885292,32.855005
650.0,0.010882948,0.0013503305,0.0095326175,48.905788
660.0,0.013532284,0.0017082450000000006,0.011824039,67.569204
670.0,0.015553144,0.0020083429999999992,0.013544801,84.927446
680.0,0.016464767,0.0022299270000000013,0.01423484,99.10438
690.0,0.015016833,0.002145734,0.012871099,99.592223
700.0,0.011749993,0.0017509329999999997,0.00999906,84.938344
710.0,0.0086141319,0.0013335564000000006,0.0072805755,67.497298
720.0,0.0061043008,0.0009954574,0.0051088434,52.39264
730.0,0.0043067921,0.0007430290999999997,0.003563763,40.673682
740.0,0.0031083891,0.0005650485,0.0025433406,32.231889
750.0,0.0023021962,0.0004373411,0.0018648551,26.088328
760.0,0.0017651735,0.0003457454000000001,0.0014194281,21.659329
770.0,0.0013953594,0.0002787245000000001,0.0011166349,18.399045
780.0,0.001133315,0.00022928019,0.00090403481,15.978413
790.0,0.00093967091,0.00019188278000000002,0.00074778813,14.128376
800.0,0.0007928313,0.00016289739000000002,0.00062993391,12.679717
810.0,0.00067937588,0.00014003838,0.0005393375,11.526458
820.0,0.00058895198,0.00012173201999999997,0.00046721996,10.588302
830.0,0.00050921188,0.00010669543000000004,0.00040251645,9.7968238
840.0,0.00044308099,9.425170999999998e-05,0.00034882928,9.1228297
850.0,0.00038856521,8.381858e-05,0.00030474663,8.5471239
860.0,0.00034373973,7.498735999999996e-05,0.00026875237,8.0528045
870.0,0.00030690512,6.745549e-05,0.00023944963,7.6271701
880.0,0.00027634432,6.098934999999999e-05,0.00021535497,7.2584981
890.0,0.00025062664,5.539923999999999e-05,0.0001952274,6.9359159
900.0,0.00023134198,5.061914999999998e-05,0.00018072283,6.6590459
910.0,0.00021498828,4.641933999999999e-05,0.00016856894,6.412462
920.0,0.00020050996,4.269429999999999e-05,0.00015781566,6.190269
930.0,0.00018766401,3.9374999999999995e-05,0.00014828901,5.9895106
940.0,0.0001762287,3.6410850000000004e-05,0.00013981785,5.8078046
950.0,0.00016599008,3.3748400000000004e-05,0.00013224168,5.6430464
960.0,0.00015675775,3.1352530000000004e-05,0.00012540522,5.4930371
970.0,0.00014837913,2.9188249999999996e-05,0.00011919088,5.3557625
980.0,0.00014074172,2.722715e-05,0.00011351457,5.2295082
990.0,0.00013329577,2.543535e-05,0.00010786042,5.1116765
1000.0,0.0044177231,0.0074362492999999995,-0.0030185262,2.3648842
