#Lambda,Qext,Qsca,Qabs,E^2
300.0,0.004020006,0.0005802890999999995,0.0034397169,1.8686273
310.0,0.0039297909,0.0005300945999999998,0.0033996963,1.9051308
320.0,0.0038414093,0.00048503680000000016,0.0033563725,1.9405526
330.0,0.0037695873,0.0004391896000000002,0.0033303977,1.951731
340.0,0.0036632466,0.00039469160000000017,0.003268555,1.9592782
350.0,0.0035407411,0.0003543282000000002,0.0031864129,1.9675217
360.0,0.0034804406,0.0003279897000000001,0.0031524509,2.0008081
370.0,0.0034714736,0.0003116967,0.0031597769,2.0577475
380.0,0.0034618033,0.0002969061,0.0031648972,2.1181847
390.0,0.0034084676,0.0002771897,0.0031312779,2.1570015
400.0,0.0033409188,0.0002564282,0.0030844906,2.1823446
410.0,0.0032792697,0.00023703009999999965,0.0030422396,2.2023896
420.0,0.0032056406,0.0002174955999999996,0.002988145,2.2110566
430.0,0.0031318198,0.00019879810000000006,0.0029330217,2.2112339
440.0,0.0030777602,0.00018230980000000013,0.0028954504,2.2098719
450.0,0.0030231886,0.00016656220000000038,0.0028566264,2.2004869
460.0,0.0029312254,0.00014875109999999995,0.0027824743,2.1630002
470.0,0.0028694261,0.00013480989999999993,0.0027346162,2.1392625
480.0,0.002845284,0.00012443459999999986,0.0027208494,2.1303792
490.0,0.002905704,0.00012268019999999965,0.0027830238,2.1961929
500.0,0.0031168342,0.00013575929999999972,0.0029810749,2.423643
510.0,0.0035255374,0.00017122610000000005,0.0033543113,2.9450261
520.0,0.0041305949,0.00023412930000000012,0.0038964656,3.8969467
530.0,0.0048375468,0.0003110356000000005,0.0045265112,5.1735627
540.0,0.0056323607,0.00040563299999999986,0.0052267277,6.8595235
550.0,0.0066678837,0.0005449317,0.006122952,9.4437847
560.0,0.0081157092,0.0007725866999999994,0.0073431225,13.847372
570.0,0.009915886,0.0011247874000000005,0.0087910986,21.099352
580.0,0.010885581,0.0014754542000000002,0.0094101268,29.349704
590.0,0.0093753367,0.001498991600000001,0.0078763451,31.960728
600.0,0.0065897015,0.0012213671999999993,0.0053683343,28.0871
610.0,0.0043307715,0.0009137346000000005,0.0034170369,22.729448
620.0,0.0028940614,0.0006853413,0.0022087201,18.450164
630.0,0.0020108751,0.0005305844000000001,0.0014802907,15.444808
640.0,0.0014507191,0.0004208152,0.0010299039,13.233831
650.0,0.0010859928,0.0003417249100000001,0.00074426789,11.593152
660.0,0.00084172329,0.00028333592,0.00055838737,10.349503
670.0,0.00068185399,0.0002385563,0.00044329769,9.3625285
680.0,0.00056603739,0.00020370599,0.0003623314,8.577681
690.0,0.0004805415,0.00017613187,0.00030440963,7.9454147
700.0,0.00041549773,0.00015384789999999996,0.00026164983,7.4238558
710.0,0.00036433308,0.00013556438,0.0002287687,6.987264
720.0,0.00032163782,0.00012025856999999999,0.00020137925,6.6114214
730.0,0.00028619926,0.00010735112999999999,0.00017884813,6.2858165
740.0,0.000257168,9.641429e-05,0.00016075371,6.0061051
750.0,0.00023308181,8.703851e-05,0.0001460433,5.7638279
760.0,0.0002129498,7.894145e-05,0.00013400835,5.5517149
770.0,0.0001956559,7.187487e-05,0.00012378103,5.3633379
780.0,0.00018044504,6.567852e-05,0.00011476652,5.1958998
790.0,0.00016692564,6.022014e-05,0.0001067055,5.0455378
800.0,0.00015477491,5.538130399999998e-05,9.9393606e-05,4.9090272
810.0,0.00014393907,5.107302200000001e-05,9.2866048e-05,4.785408
820.0,0.00013421413,4.722424700000001e-05,8.6989883e-05,4.6730226
830.0,0.00012438879,4.3755285e-05,8.0633505e-05,4.5691593
840.0,0.00011561974,4.0627794e-05,7.4991946e-05,4.4738904
850.0,0.00010796561,3.7803777e-05,7.0161833e-05,4.3867835
860.0,0.0001012568,3.5250475e-05,6.6006325e-05,4.3072671
870.0,9.530096e-05,3.293538399999999e-05,6.2365576e-05,4.2343743
880.0,9.003837e-05,3.082755600000001e-05,5.9210814e-05,4.1674019
890.0,8.5436839e-05,2.890210099999999e-05,5.6534738e-05,4.1059001
900.0,8.2033991e-05,2.7158339e-05,5.4875652e-05,4.0505091
910.0,7.9057394e-05,2.5555903999999995e-05,5.350149e-05,3.9991199
920.0,7.6280136e-05,2.4077574999999993e-05,5.2202561e-05,3.9507938
930.0,7.3714578e-05,2.2710055e-05,5.1004523e-05,3.9052983
940.0,7.1403503e-05,2.1447565000000005e-05,4.9955938e-05,3.8627832
950.0,6.9321634e-05,2.0278049e-05,4.9043585e-05,3.8231488
960.0,6.7405752e-05,1.9190788e-05,4.8214964e-05,3.7859561
970.0,6.5597805e-05,1.8182737999999995e-05,4.7415067e-05,3.7507347
980.0,6.3854547e-05,1.7245012e-05,4.6609535e-05,3.7171859
990.0,6.202115e-05,1.6368278000000004e-05,4.5652872e-05,3.6850073
1000.0,nan,nan,nan,nan
