#Lambda,Qext,Qsca,Qabs,E^2
400.0,0.0028866077,0.00020844350000000017,0.0026781642,1.978821
410.0,0.0028247278,0.00019180429999999995,0.0026329235,1.9906466
420.0,0.0027557123,0.00017544960000000004,0.0025802627,1.994284
430.0,0.0026921257,0.0001603669999999998,0.0025317587,1.9938846
440.0,0.0026560121,0.00014806200000000002,0.0025079501,1.998731
450.0,0.0026247118,0.00013655359999999997,0.0024881582,1.9994801
460.0,0.0025628383,0.00012311540000000017,0.0024397229,1.9764945
470.0,0.0025320815,0.00011300039999999996,0.0024190811,1.9677365
480.0,0.0025644968,0.00010767419999999995,0.0024568226,1.9895477
490.0,0.0026917629,0.0001106585000000002,0.0025811044,2.0897414
500.0,0.0030051886,0.00013014280000000003,0.0028750458,2.3758077
510.0,0.0035767258,0.00017736059999999988,0.0033993652,3.0252548
520.0,0.004369565,0.0002610405999999999,0.0041085244,4.233534
530.0,0.0047464611,0.0003262632000000003,0.0044201979,5.3996098
540.0,0.0044543298,0.00034060320000000015,0.0041137266,6.0005993
550.0,0.0036322577,0.00029652179999999995,0.0033357359,5.7407215
560.0,0.0027877271,0.00023571529999999973,0.0025520118,5.1061627
570.0,0.0021009405,0.0001761445,0.001924796,4.3661593
580.0,0.0016186642,0.00012762040000000008,0.0014910438,3.7171486
590.0,0.0012894568,8.998900000000017e-05,0.0011994678,3.1589231
600.0,0.0010667492,6.238569999999989e-05,0.0010043635,2.6628463
610.0,0.00093074212,4.2249369999999994e-05,0.00088849275,2.233438
620.0,0.00086010371,2.7703389999999975e-05,0.00083240032,1.8864309
630.0,0.00083301343,1.7470389999999967e-05,0.00081554304,1.617774
640.0,0.00085353886,1.0851839999999986e-05,0.00084268702,1.4226668
650.0,0.00092592315,8.022320000000021e-06,0.00091790083,1.3206981
660.0,0.0010662795,9.94550000000009e-06,0.001056334,1.358691
670.0,0.0013329507,1.9244900000000165e-05,0.0013137058,1.6485235
680.0,0.0017755061,4.0461100000000133e-05,0.001735045,2.391717
690.0,0.0024907024,8.164710000000026e-05,0.0024090553,3.9651899
700.0,0.0037519086,0.00016524590000000037,0.0035866627,7.3897982
710.0,0.0059633831,0.00033307699999999933,0.0056303061,14.724289
720.0,0.009436611,0.0006534700999999993,0.0087831409,29.672938
730.0,0.010850552,0.0008917563999999989,0.0099587956,42.583646
740.0,0.0083110224,0.0007653429999999999,0.0075456794,38.841562
750.0,0.0055493027,0.0005548656000000001,0.0049944371,30.03883
760.0,0.0037801476,0.0004028825,0.0033772651,23.282489
770.0,0.0026580424,0.00030097860000000013,0.0023570638,18.571911
780.0,0.0019449807,0.00023281300000000012,0.0017121677,15.332354
790.0,0.0014758756,0.00018557740000000006,0.0012902982,13.035484
800.0,0.0011554024,0.00015169459999999995,0.0010037078,11.354838
810.0,0.00093008403,0.00012657505999999995,0.00080350897,10.085968
820.0,0.00076788176,0.00010749625999999994,0.0006603855,9.1083107
830.0,0.000641789,9.257425000000008e-05,0.00054921475,8.331662
840.0,0.00054786055,8.074224000000004e-05,0.00046711831,7.7103999
850.0,0.00047698313,7.125953e-05,0.0004057236,7.2095139
860.0,0.00042120662,6.355822e-05,0.0003576484,6.8025967
870.0,0.00037416338,5.7172910000000024e-05,0.00031699047,6.4648843
880.0,0.00033332209,5.1732959999999985e-05,0.00028158913,6.1745549
890.0,0.00029830099,4.703353999999999e-05,0.00025126745,5.9202924
900.0,0.00027104411,4.2996190000000006e-05,0.00022804792,5.702405
