lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
660.0,0.022244066,0.010226176,0.01201789,50.207379,34.76719,21.49291,77.99144,51.06717,0.74426,194.06698
670.0,0.015256013,0.0073273327,0.007928680300000001,38.568269,27.77547,15.46074,60.77824,39.20698,1.18794,167.34911
680.0,0.010788693,0.0053633127,0.0054253803,30.238597,22.52586,11.37915,48.25126,30.71983,0.94277,137.69891
690.0,0.0079591217,0.0040558626000000006,0.0039032590999999997,24.473556,18.74492,8.66611,39.42663,24.84199,0.73268,107.20492
700.0,0.0060968642000000005,0.0031569631000000005,0.0029399011,20.373591,15.96912,6.81968,33.10062,20.66369,0.54381,85.39561
710.0,0.0048257837,0.0025230161,0.0023027676,17.397897,13.9046,5.51481,28.45899,17.63704,0.20009,79.06665
720.0,0.0038991215000000004,0.0020558189000000004,0.0018433026,15.139075,12.30172,4.58375,24.93652,15.33972,0.16529,70.84154
730.0,0.0032200361,0.0017077849,0.0015122512,13.418133,11.05714,3.88178,22.23384,13.58899,0.18664,61.02826
740.0,0.0027185767999999997,0.0014450308999999998,0.0012735459,12.099367,10.08833,3.36573,20.14645,12.24874,0.09876,54.674
750.0,0.0023320572,0.0012391845,0.0010928727,11.045555,9.30383,2.96424,18.47223,11.17726,0.03081,49.23908
760.0,0.0020289633,0.0010746694800000001,0.00095429382,10.1861,8.65518,2.64286,17.11322,10.30206,0.07501,46.15396
770.0,0.0017837898,0.0009401419800000001,0.00084364782,9.4686608,8.10464,2.38947,15.96237,9.57082,0.02266,43.70766
780.0,0.0015812797,0.0008292380199999999,0.00075204168,8.8665895,7.6369,2.19569,15.00541,8.95671,0.03584,39.93915
790.0,0.0014113501,0.0007365970500000001,0.00067475305,8.3519934,7.23554,2.0206,14.17188,8.43345,0.02287,36.00758
800.0,0.0012678838,0.00065835391,0.0006095298900000001,7.9075883,6.88599,1.87331,13.45681,7.98428,0.02538,34.44142
810.0,0.001145817,0.0005917336499999999,0.00055408335,7.5211483,6.58073,1.75189,12.82061,7.5957,0.02716,34.27977
820.0,0.0010407838,0.0005345276700000001,0.00050625613,7.182489,6.31225,1.6491,12.26595,7.25619,0.01049,33.8722
830.0,0.00094398781,0.00048472768999999996,0.00045926012,6.8831388,6.07172,1.56181,11.77862,6.95649,0.01445,33.49251
840.0,0.00086054121,0.00044142847999999993,0.00041911273000000003,6.6196884,5.8576,1.48693,11.3307,6.69236,0.02095,32.77861
850.0,0.0007884422800000001,0.00040359032,0.00038485196000000003,6.3855419,5.66601,1.42144,10.94222,6.45667,0.00877,31.54786
860.0,0.0007257912,0.00037026963000000003,0.00035552156999999997,6.1763681,5.49338,1.36473,10.60993,6.24543,0.00871,31.12942
870.0,0.00067138159,0.00034081021999999997,0.00033057137000000003,5.9890191,5.33789,1.31434,10.29858,6.05598,0.00635,29.98707
880.0,0.0006238751999999999,0.00031460510999999997,0.00030927008999999996,5.8204658,5.19752,1.26153,10.00028,5.88554,0.00764,28.81126
890.0,0.00058235638,0.00029119099000000004,0.00029116539,5.6684106,5.07014,1.21997,9.73548,5.73216,0.00231,27.51785
900.0,0.0005495421400000001,0.0002704804400000001,0.00027906169999999996,5.5333845,4.95656,1.18743,9.50304,5.59614,0.00562,26.4419
