lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
530.0,0.007303130600000002,0.0006466947000000013,0.0066564359,3.0853971,1.09399,2.1247,3.95311,3.04802,1.29442,6.03944
531.0,0.007343718000000002,0.0006502605000000021,0.0066934575,3.1221065,1.12564,2.13649,4.01557,3.08479,1.27622,6.18461
533.0,0.0074077258999999986,0.0006544217999999982,0.0067533041,3.18796,1.18651,2.1543,4.13387,3.15123,1.22805,6.45856
535.0,0.0074474563,0.0006545506000000013,0.006792905699999999,3.2423014,1.24302,2.16544,4.23462,3.20689,1.14616,6.70478
537.0,0.0074622448,0.0006506752000000008,0.006811569599999999,3.284149,1.29409,2.17122,4.31134,3.25084,1.05928,6.91202
539.0,0.0074527288,0.000643093,0.0068096358,3.3130924,1.33899,2.16776,4.37058,3.28274,0.97261,7.0754
540.0,0.007439489699999999,0.0006380772999999987,0.0068014124,3.3228405,1.35905,2.16305,4.39405,3.29431,0.93063,7.1388
541.0,0.0074211104,0.0006323525999999994,0.006788757800000001,3.3296477,1.37757,2.15798,4.41311,3.30317,0.891,7.18895
543.0,0.0073709628,0.0006192392000000007,0.0067517236,3.3350711,1.41009,2.14193,4.43854,3.31348,0.77165,7.24795
545.0,0.0073070342,0.0006047165999999993,0.0067023176,3.3314244,1.43732,2.12295,4.45015,3.31579,0.63368,7.32958
547.0,0.0072350179000000014,0.0005898645000000022,0.006645153399999999,3.321534,1.46043,2.10424,4.4455,3.31301,0.50008,7.4504
549.0,0.0071607172,0.0005756617999999993,0.0065850554,3.308911,1.48068,2.08554,4.42261,3.30856,0.377,7.55907
550.0,0.0071230117,0.0005687429000000004,0.0065542688,3.3024513,1.48989,2.07534,4.4108,3.30625,0.3223,7.60684
551.0,0.007085489300000002,0.000562133900000001,0.006523355400000001,3.2958927,1.49875,2.06748,4.40253,3.30413,0.2714,7.65258
553.0,0.0070130178,0.0005502093,0.0064628085,3.283874,1.51585,2.0495,4.38482,3.30196,0.18289,7.73868
555.0,0.0069472671,0.0005406169999999993,0.0064066501,3.2756815,1.53276,2.03991,4.37315,3.30494,0.11716,7.82038
557.0,0.006891949200000001,0.0005340365000000005,0.0063579127,3.2742475,1.55021,2.03697,4.36459,3.31608,0.08043,7.90164
559.0,0.0068505075,0.0005310913000000006,0.0063194162,3.2826591,1.56888,2.04284,4.37662,3.33856,0.08006,7.98727
560.0,0.0068359676,0.0005311680000000003,0.0063047996,3.2915275,1.57891,2.05143,4.38796,3.35504,0.09622,8.03337
561.0,0.006826036800000001,0.0005323696000000015,0.006293667199999999,3.3040285,1.58951,2.06653,4.40668,3.37553,0.12467,8.08283
563.0,0.0068213099,0.0005384127999999997,0.0062828971,3.3414024,1.61262,2.10599,4.46589,3.43006,0.22339,8.1991
565.0,0.0068388497,0.0005497395999999998,0.0062891101,3.3980029,1.6389,2.16468,4.55069,3.50539,0.38595,8.38268
567.0,0.0068809572,0.0005668593,0.0063140979,3.4771178,1.66906,2.24423,4.66643,3.60483,0.58907,9.13783
569.0,0.0069497885,0.0005902879999999996,0.0063595005,3.5822511,1.70402,2.34872,4.81706,3.73193,0.64776,10.12677
570.0,0.0069948814,0.0006045370999999992,0.006390344300000001,3.6456908,1.72361,2.41056,4.90318,3.80697,0.68462,10.64851
571.0,0.0070474355,0.0006205707000000006,0.006426864799999999,3.7170296,1.7448,2.48137,5.00051,3.89034,0.72688,11.18658
573.0,0.0071760172,0.0006582984999999996,0.0065177187,3.8854414,1.79276,2.64596,5.22418,4.08412,0.82839,12.3196
575.0,0.007337739399999999,0.0007041252999999987,0.0066336141,4.0918158,1.84955,2.84105,5.49376,4.31771,0.94824,13.52704
577.0,0.0075349856,0.000758791,0.0067761946,4.3409654,1.91727,3.07608,5.81372,4.59604,1.06169,14.82168
579.0,0.0077703813,0.0008231302000000001,0.0069472511,4.6383384,1.99872,3.3495,6.19199,4.92476,1.1148,16.20276
580.0,0.0079032804,0.0008592199000000003,0.0070440605,4.8069764,2.04564,3.50164,6.4043,5.10996,1.08533,16.93019
581.0,0.008046847900000001,0.0008980998000000006,0.0071487481,4.9900592,2.0974,3.66516,6.63559,5.3102,1.05663,17.68918
583.0,0.00837954,0.0009871235999999997,0.0073924164,5.4128308,2.22153,4.03533,7.16994,5.76977,1.00682,19.29568
585.0,0.0087762465,0.0010925579000000008,0.007683688599999999,5.9199738,2.37911,4.4699,7.8212,6.31742,0.97442,21.02757
587.0,0.0092272816,0.0012133418999999996,0.0080139397,6.5107252,2.57334,4.95861,8.57963,6.95241,0.96764,22.90851
589.0,0.0097374549,0.0013513108,0.0083861441,7.1966055,2.81273,5.51199,9.46929,7.68685,0.99832,24.92264
590.0,0.010016367,0.0014273810999999997,0.0085889859,7.5792896,2.95243,5.81012,9.98152,8.09562,1.0328,25.97456
591.0,0.010312112,0.0015085525000000013,0.008803559499999999,7.9908767,3.10727,6.12945,10.53218,8.53465,1.08121,27.06699
593.0,0.010957114,0.0016874248000000001,0.0092696892,8.908687,3.4682,6.82729,11.79203,9.51177,1.23281,29.34174
595.0,0.011678712,0.0018905513000000013,0.0097881607,9.9671864,3.90821,7.59676,13.26196,10.63617,1.32901,31.71627
597.0,0.012483415,0.002120815,0.0103626,11.185564,4.44133,8.46098,14.97984,11.92806,1.39336,34.18233
599.0,0.013377648,0.0023812930000000013,0.010996355,12.584929,5.083,9.41122,16.93559,13.40952,1.5198,36.70073
600.0,0.013860212,0.0025238540000000007,0.011336358,13.359501,5.44973,9.93322,18.02737,14.22868,1.61759,37.97122
601.0,0.014367284,0.002675162,0.011692122,14.18789,5.84997,10.47503,19.18948,15.1042,1.7438,39.23816
603.0,0.015456924,0.003005530000000001,0.012451394,16.0178,6.75996,11.65013,21.77535,17.03637,2.11459,41.73676
605.0,0.016648846999999998,0.003375155999999997,0.013273691,18.097291,7.83117,12.94402,24.78555,19.22941,2.69546,44.13661
607.0,0.017941582,0.003786030000000001,0.014155552,20.446118,9.08126,14.36403,28.22986,21.70347,3.56459,50.26376
609.0,0.019328058,0.004238824999999998,0.015089233,23.077834,10.52554,15.90758,32.10264,24.47196,4.22713,57.15891
610.0,0.020052173,0.004480605,0.015571568,24.501292,11.32408,16.72399,34.2291,25.96792,4.22888,60.83272
611.0,0.020793401,0.004732126,0.016061275,25.995485,12.1746,17.56059,36.44086,27.5371,4.24586,64.64782
613.0,0.022312487,0.00526155,0.017050937,29.18592,14.03081,19.32991,41.2645,30.8838,4.33964,73.84191
615.0,0.023847689,0.005818764999999997,0.018028924,32.613338,16.0841,21.16696,46.49318,34.47312,4.53212,84.00195
617.0,0.025346802,0.0063912710000000005,0.018955531,36.216481,18.3057,23.03947,52.00969,38.23988,4.84364,94.76921
619.0,0.026759761,0.006972798999999998,0.019786962,39.963933,20.65357,24.94369,57.7619,42.15537,5.26694,106.04754
620.0,0.027421097,0.007260561999999998,0.020160535,41.857413,21.86772,25.87253,60.72298,44.13061,5.52308,111.81756
621.0,0.028040343,0.007542554,0.020497789,43.74256,23.09693,26.78518,63.67887,46.09476,5.80998,117.616
623.0,0.029115018,0.008076512000000001,0.021038506,47.412889,25.55767,28.47351,69.41113,49.91072,6.45862,129.10279
625.0,0.029910342000000006,0.008548150000000008,0.021362192,50.813081,27.93888,29.94315,74.85838,53.43297,7.06335,139.99988
627.0,0.030362938,0.008931413999999999,0.021431524,53.775368,30.13355,31.11026,79.65601,56.48576,7.38462,150.30044
629.0,0.030429985,0.009204382,0.021225603,56.147753,32.03718,31.863,83.5733,58.91079,7.42927,159.08641
630.0,0.03031326,0.009294637000000001,0.021018623,57.075115,32.85155,32.07287,85.18347,59.84899,7.37677,163.82339
631.0,0.030097374,0.009352676,0.020744698,57.81642,33.56244,32.16894,86.47319,60.59055,7.3167,168.04799
633.0,0.029383018,0.009371806,0.020011212,58.723005,34.65146,32.05173,88.22118,61.46636,7.17807,174.50664
635.0,0.028333863,0.009267508,0.019066355,58.870831,35.28302,31.48762,88.89778,61.54447,6.75381,179.01991
637.0,0.027017757000000003,0.009054265000000002,0.017963492,58.319855,35.47203,30.58314,88.38465,60.8905,6.21917,181.36931
639.0,0.025512545,0.008752354,0.016760191,57.171525,35.26321,29.40937,87.06338,59.61327,5.75685,181.45075
640.0,0.024713485,0.008575281,0.016138204,56.411925,35.02907,28.74832,86.05493,58.7819,5.55939,180.70748
641.0,0.023895656,0.008384621000000002,0.015511035,55.550393,34.72025,28.03452,84.90383,57.84507,5.38639,179.4909
643.0,0.022236029,0.007973424000000002,0.014262605,53.5855,33.91528,26.51313,82.18164,55.72271,5.11021,175.7982
645.0,0.020589631,0.007538674,0.013050957,51.396812,32.91947,24.92844,79.0754,53.37293,4.9176,170.75602
647.0,0.018998122,0.007096679,0.011901443,49.087441,31.79719,23.37383,75.70549,50.90425,4.2449,164.69375
649.0,0.017489669,0.006659940999999999,0.010829728,46.739597,30.60243,21.84082,72.29935,48.40307,3.7434,157.92922
650.0,0.016772223,0.006446447999999999,0.010325775,45.571485,29.99175,21.1034,70.60922,47.16139,3.55185,154.36202
651.0,0.016081081,0.0062373423,0.0098437387,44.415582,29.3783,20.38644,68.9239,45.93433,3.39903,150.72302
653.0,0.01478025,0.005834738399999999,0.0089455116,42.159141,28.15717,19.02205,65.60273,43.54343,3.11972,143.30188
655.0,0.013588661,0.0054555557,0.0081331053,39.99927,26.96245,17.75874,62.41594,41.26014,2.56185,135.84841
657.0,0.012503408999999998,0.005101373699999998,0.0074020353,37.953015,25.80983,16.59919,59.37703,39.10171,1.91617,128.51614
659.0,0.01151892,0.0047725308999999995,0.006746389100000001,36.028909,24.70916,15.51554,56.50329,37.07627,1.15865,121.62854
660.0,0.011065808,0.004614971199999999,0.006450836800000001,35.09458,24.16771,14.9982,55.136,36.09436,0.87719,118.40606
661.0,0.010638436,0.004461470799999999,0.0061769652000000005,34.175477,23.63062,14.50087,53.76599,35.12941,0.66532,115.17288
663.0,0.0098459754,0.0041736627,0.0056723127,32.439657,22.60835,13.53974,51.16496,33.30948,0.43349,108.95203
665.0,0.0091297969,0.0039097996000000005,0.0052199973,30.833455,21.65303,12.66028,48.74133,31.62823,0.38889,103.07479
667.0,0.0084822455,0.0036679097000000003,0.004814335800000001,29.348106,20.76137,11.85995,46.48433,30.07583,0.49655,97.56138
669.0,0.0078962597,0.0034460882,0.0044501715,27.974694,19.92951,11.13788,44.41652,28.64227,0.72664,92.42971
670.0,0.0076243139,0.003342134899999999,0.0042821790000000005,27.327192,19.53467,10.80025,43.43741,27.96695,0.87138,89.99928
671.0,0.0073653908999999984,0.003242531899999998,0.004122859,26.704419,19.15332,10.48659,42.4978,27.31774,1.02432,87.67819
673.0,0.0068838603,0.0030555654,0.0038282949,25.529005,18.42886,9.87623,40.68875,26.09317,1.35216,83.2903
675.0,0.0064464469,0.0028836452999999995,0.0035628016,24.440626,17.75237,9.32663,39.01111,24.96002,1.417,79.27532
680.0,0.005516659300000001,0.0025107889000000006,0.0030058704,22.05419,16.24874,8.12946,35.3775,22.47772,0.79997,72.77126
690.0,0.004184278499999999,0.0019542054999999994,0.002230073,18.421646,13.89897,6.38651,29.78001,18.70737,0.07032,61.28334
700.0,0.0032919463,0.0015634855,0.0017284608,15.797424,12.15358,5.18853,25.6475,15.9934,0.01427,50.96639
710.0,0.0026653715000000003,0.0012800663000000004,0.0013853052,13.842818,10.82675,4.35731,22.55568,13.97584,0.12037,47.37294
720.0,0.0021951826,0.0010650025000000002,0.0011301801,12.31215,9.76801,3.73981,20.16556,12.39884,0.15082,43.82684
730.0,0.0018438894,0.00090061121,0.00094327819,11.117982,8.92794,3.23758,18.32286,11.17277,0.00619,41.48977
740.0,0.0015800228,0.0007736735400000001,0.0008063492599999999,10.185916,8.26367,2.86531,16.81563,10.21792,0.02862,38.45712
750.0,0.0013731942000000002,0.0006722421000000001,0.0007009521000000001,9.4263707,7.717,2.56473,15.60804,9.43993,0.06703,35.25987
760.0,0.0012088037,0.0005897512600000001,0.00061905244,8.793868,7.26323,2.30855,14.59496,8.79641,0.02413,35.01651
770.0,0.0010735239,0.00052123824,0.00055228566,8.2543789,6.87557,2.10676,13.75411,8.25053,0.00529,33.96253
780.0,0.00096015457,0.00046387457999999993,0.00049627999,7.7934753,6.53932,1.95276,13.01434,7.78523,0.0223,31.84927
790.0,0.00086436742,0.00041534548999999995,0.00044902193,7.3974907,6.24761,1.80421,12.36722,7.38743,0.02191,29.67632
800.0,0.00078278613,0.00037391739999999995,0.00040886873,7.0543321,5.99378,1.68594,11.81482,7.04413,0.00318,27.41016
810.0,0.00071277317,0.00033827828999999994,0.00037449488,6.7547303,5.7692,1.59729,11.32606,6.74347,0.00099,24.19766
820.0,0.00065189988,0.00030738599000000003,0.00034451389,6.4905028,5.56825,1.50874,10.88688,6.47667,0.00026,22.67678
830.0,0.00059478844,0.00028024990000000003,0.00031453854,6.2545112,5.38519,1.42829,10.50576,6.23763,0.00177,24.87382
840.0,0.00054542585,0.00025647139999999995,0.00028895445,6.0450665,5.21902,1.36086,10.14959,6.0248,0.01042,27.9176
850.0,0.00050286225,0.00023551737999999992,0.00026734487000000003,5.858025,5.06772,1.30071,9.83167,5.83472,0.00994,30.27058
860.0,0.00046596374,0.00021696307999999998,0.00024900066,5.6899958,4.92897,1.25286,9.54492,5.66462,0.0069,30.46114
870.0,0.00043409181,0.00020044516,0.00023364665,5.5392049,4.80033,1.21058,9.29139,5.51187,0.00165,29.66367
880.0,0.00040643292,0.00018569477,0.00022073815,5.4032563,4.68202,1.17673,9.06,5.37369,0.0003,28.8103
890.0,0.00038214174,0.00017245458999999997,0.00020968715,5.2798871,4.57687,1.14225,8.85992,5.24907,0.00167,27.50502
900.0,0.00036325905,0.00016068306,0.00020257599,5.1699021,4.48641,1.11237,8.67356,5.13884,0.00138,25.47745
