lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
400.0,0.0060237279,0.000721666000000001,0.005302061899999999,1.7476409,0.86758,0.9832,2.44008,1.74516,0.60373,3.77188
410.0,0.005929294399999999,0.0006734873999999988,0.005255807,1.7694692,0.87487,0.99839,2.46872,1.76699,0.61512,3.8057
420.0,0.005815524599999999,0.0006243943999999987,0.0051911302000000005,1.7845466,0.87777,1.01097,2.4858,1.78208,0.62528,3.83183
430.0,0.005692686800000001,0.0005757848000000005,0.005116902,1.7925381,0.87134,1.02466,2.49023,1.79014,0.63992,3.82839
440.0,0.0055803575,0.0005299821999999992,0.005050375300000001,1.7945396,0.84806,1.04655,2.47576,1.79233,0.6692,3.77947
450.0,0.005460086899999999,0.00048519939999999966,0.0049748875,1.7893078,0.81338,1.07137,2.44614,1.78732,0.70556,3.69618
460.0,0.0052880834,0.0004360003000000003,0.0048520831,1.7683369,0.77091,1.08776,2.39339,1.76657,0.73648,3.57851
470.0,0.0051516472,0.0003954110999999996,0.0047562361,1.7515518,0.72001,1.11549,2.3378,1.74999,0.78243,3.44887
480.0,0.0050528174,0.0003624709,0.0046903465,1.7378885,0.6451,1.1662,2.26626,1.73622,0.8633,3.26985
490.0,0.0050796957,0.00035136269999999983,0.004728333,1.7659714,0.57905,1.24913,2.24117,1.76324,0.9794,3.15945
500.0,0.0053262554,0.0003760211000000003,0.0049502343,1.8838094,0.54053,1.39297,2.32409,1.87741,1.14952,3.22098
510.0,0.0058611535,0.0004495416999999993,0.0054116118000000005,2.1579598,0.58336,1.62645,2.62417,2.14276,1.29235,3.64959
520.0,0.006656354200000001,0.0005668678000000007,0.0060894864,2.6267254,0.77427,1.93344,3.23175,2.5962,1.37821,4.63868
525.0,0.0070284956,0.0006161296000000002,0.006412366,2.8732246,0.93092,2.04778,3.6062,2.83762,1.36012,5.2849
527.0,0.0071511543,0.0006307034,0.0065204509,2.9627355,0.99641,2.0821,3.75071,2.92608,1.33922,5.58707
529.0,0.0072573387,0.0006422325999999997,0.0066151061,3.0464607,1.06183,2.11195,3.88682,3.00919,1.31103,5.89072
