lambda,qEXT,qSCA,qABS,eSQU
500,0.005185725,0.000361291,0.004824434,1.5004313
510,0.005269517,0.000402026,0.004867491,1.6170031
520,0.005461816,0.000492859,0.004968957,1.8718444
530,0.006029936,0.000652295,0.005377641,2.3329548
540,0.00685252,0.000888178,0.005964343,3.0399592
550,0.007947492,0.001228732,0.006718759,4.0312449
560,0.009257539,0.00170043,0.007557109,5.3852546
570,0.011149451,0.002417463,0.008731988,7.4747158
580,0.014082809,0.003551177,0.010531632,10.983197
590,0.018870826,0.005428805,0.013442021,17.214417
600,0.02601578,0.00840323,0.01761255,27.868625
610,0.03469107,0.01239649,0.02229458,43.549687
620,0.040151578,0.015695317,0.024456261,58.841382
630,0.037403015,0.015905175,0.02149784,63.859596
640,0.028731598,0.01314899,0.015582608,56.643457
650,0.020256595,0.009873313,0.010383282,45.672325
660,0.014201333,0.007290146,0.006911187,36.211421
670,0.010287389,0.005439575,0.004847814,28.980775
680,0.007710205,0.004171433,0.003538772,23.807935
690,0.005979285,0.003285503,0.002693782,20.067624
700,0.004777259,0.002646404,0.002130855,17.285269
