lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
400.0,0.00027208612999999997,-0.00017410982000000007,0.00044619595000000003,3.5222985,2.22679,1.66094,5.34012,3.62191,1.07918,10.73159
410.0,0.0002662041,-0.00018003227,0.00044623637,3.6105637,2.28222,1.70258,5.47615,3.71306,1.10509,10.99898
420.0,0.00025973833,-0.00018309457999999998,0.00044283291,3.6647633,2.3102,1.73251,5.55759,3.76883,1.12661,11.13879
430.0,0.00025642835,-0.00018545313,0.00044188148,3.72529,2.32946,1.77714,5.63072,3.83111,1.16313,11.25851
440.0,0.00026319565,-0.00019150291000000002,0.00045469856,3.8700898,2.37292,1.88653,5.81629,3.98083,1.25504,11.55499
450.0,0.00027244502999999995,-0.0001967487100000001,0.00046919374000000004,4.0351103,2.41308,2.02312,6.0165,4.15143,1.37018,11.86668
460.0,0.00027526153999999996,-0.00019329694,0.00046855848,4.0845349,2.37421,2.10878,6.03758,4.20177,1.45716,11.79238
470.0,0.00028545781000000004,-0.00019563871999999993,0.00048109652999999997,4.258882,2.39477,2.27332,6.23563,4.38181,1.60377,12.05725
480.0,0.00031854279,-0.00021121661000000002,0.0005297594,4.69069,2.4698,2.66412,6.72892,4.8296,1.94507,12.80903
490.0,0.0003737213,-0.00025322066,0.00062694196,5.6486418,2.80387,3.3923,7.95609,5.82554,2.53612,15.01454
500.0,0.00047748622000000004,-0.00035778240999999994,0.00083526863,7.9973741,3.87649,4.99704,11.20866,8.27283,3.59373,21.31136
510.0,0.00065384342,-0.00058160108,0.0012354445,13.571206,6.8852,8.36617,19.23919,14.09194,5.52606,38.36826
520.0,0.00090249849,-0.0009898795099999998,0.001892378,25.828502,14.40912,14.93639,37.78459,26.90814,8.74652,80.09069
530.0,0.0010265351,-0.0014697275000000003,0.0024962626,42.577056,26.72265,21.9741,64.78904,44.4361,11.14076,144.45465
540.0,0.00094043034,-0.0019010574600000006,0.0028414878000000005,61.063701,42.3313,27.77327,96.18072,63.79118,11.8669,221.85569
550.0,0.0006435314800000001,-0.0021199617200000002,0.0027634932,74.790269,56.01411,29.85574,120.99951,78.15197,10.73143,287.03013
560.0,0.00030507288,-0.00217905692,0.0024841298,84.9779,67.14425,30.56813,140.37505,88.78393,9.15252,343.79978
570.0,-1.4856739e-05,-0.002181785339,0.0021669286,93.72979,77.1481,30.64859,156.96765,97.87909,7.50792,400.04937
580.0,-0.00030656028999999997,-0.00223334379,0.0019267835,104.93727,89.27216,31.41803,177.92171,109.5169,5.83951,465.95819
590.0,-0.00061722538,-0.0024161421799999997,0.0017989167999999999,122.2864,106.93982,33.99858,209.42881,127.5407,4.70554,556.05638
600.0,-0.0009980059,-0.0027894934,0.0017914875,151.11583,135.02039,39.50817,261.13913,157.48478,4.10822,693.13057
610.0,-0.0015163836999999999,-0.0034121787,0.001895795,196.72955,178.60433,48.53444,341.76802,204.8385,2.50534,899.28608
620.0,-0.0021927976,-0.0042496357000000005,0.0020568381,260.35884,239.07759,61.19904,454.14043,270.89431,1.2357,1192.8024
630.0,-0.0028257421999999996,-0.004921638399999999,0.0020958962,322.26213,298.37592,73.90344,564.04238,335.21949,0.98839,1465.8675
640.0,-0.0028607931,-0.0046058009,0.0017450078,320.1422,298.25183,71.67702,560.69835,333.08207,1.57743,1468.7059
650.0,-0.0021906676,-0.0033328318,0.0011421642,243.92261,228.18787,55.04552,428.34298,253.85439,0.68575,1129.0959
660.0,-0.0014458370000000002,-0.00211260142,0.00066676442,161.27135,151.22045,36.54831,282.02943,167.87304,0.54563,759.44166
670.0,-0.0009381365199999999,-0.0013308188799999998,0.00039268236,103.14591,96.69083,23.18813,179.85216,107.35086,0.44794,489.84603
680.0,-0.0006301387200000001,-0.0008714160800000001,0.00024127736,68.227108,63.77321,15.62433,119.00888,70.94064,0.22454,345.44432
690.0,-0.00044421958,-0.00060103717,0.00015681759,47.195936,43.94988,10.8032,82.21801,49.01115,0.109,247.51384
700.0,-0.00032571246,-0.00043269525999999997,0.0001069828,33.830432,31.40102,7.84597,58.81995,35.10717,0.0945,176.40308
710.0,-0.00024742497,-0.00032367007,7.62451e-05,25.061241,23.18441,5.7949,43.66329,25.9993,0.07973,126.94497
720.0,-0.00019070688999999998,-0.000245559733,5.4852843e-05,18.910639,17.44867,4.36957,32.84615,19.60747,0.0392,90.33312
730.0,-0.00015053368,-0.000190773785,4.0240105e-05,14.625681,13.48019,3.38777,25.49172,15.1551,0.04755,68.69034
740.0,-0.00012285107,-0.00015363552300000003,3.0784453e-05,11.651812,10.72511,2.6934,20.34821,12.06787,0.03163,57.28328
750.0,-0.00010237120999999999,-0.00012670973599999998,2.4338526000000002e-05,9.4630908,8.69231,2.20328,16.44236,9.79812,0.03021,47.93251
760.0,-8.6979285e-05,-0.00010695380399999999,1.9974519e-05,7.8226512,7.15618,1.82059,13.54362,8.098,0.01265,40.44779
770.0,-7.4644973e-05,-9.142868e-05,1.6783707e-05,6.5446667,5.9498,1.57677,11.27768,6.77259,0.01281,35.0651
780.0,-6.4669988e-05,-7.8860801e-05,1.4190813e-05,5.5356525,5.00417,1.35519,9.48116,5.72576,0.01382,31.17431
790.0,-5.6530043999999996e-05,-6.856009299999999e-05,1.2030048999999999e-05,4.7254367,4.25362,1.18224,8.08536,4.88663,0.01624,26.35909
800.0,-4.9824125999999994e-05,-6.021288899999999e-05,1.0388762999999998e-05,4.0743673,3.65098,1.05953,6.94193,4.21538,0.01726,21.36741
810.0,-4.4202236e-05,-5.33616718e-05,9.159435800000001e-06,3.5468984,3.16098,0.95032,6.04515,3.67318,0.00742,17.68842
820.0,-3.9405396e-05,-4.7543919600000006e-05,8.1385236e-06,3.1097756,2.75862,0.85496,5.28767,3.22374,0.01263,16.10411
830.0,-3.4982957e-05,-4.2257187400000003e-05,7.2742304e-06,2.7421732,2.41714,0.77296,4.65581,2.84571,0.00931,14.8222
840.0,-3.1264407000000004e-05,-3.7937648500000004e-05,6.6732415e-06,2.4390347,2.13057,0.71665,4.11477,2.53425,0.00737,12.72022
850.0,-2.8143748e-05,-3.43421127e-05,6.198364699999999e-06,2.1845514,1.89197,0.66793,3.6732,2.27295,0.00748,10.70812
860.0,-2.5511309999999998e-05,-3.12626936e-05,5.7513835999999995e-06,1.965341,1.6886,0.60984,3.26287,2.0478,0.00346,9.42866
870.0,-2.3283113e-05,-2.86379517e-05,5.3548387e-06,1.7769451,1.5135,0.57113,2.927,1.85415,0.00984,9.0186
880.0,-2.1385853000000003e-05,-2.6418068700000004e-05,5.0322157000000005e-06,1.616105,1.36351,0.53573,2.6617,1.68907,0.00923,8.44497
890.0,-1.9792573e-05,-2.46135324e-05,4.8209594e-06,1.4810958,1.23731,0.50688,2.42894,1.55154,0.01118,7.93326
900.0,-1.8633169e-05,-2.3359955300000002e-05,4.7267863e-06,1.3698229,1.13369,0.4811,2.22957,1.43844,0.01412,7.53585
