#Lambda,Qext,Qsca,Qabs,E^2
400.0,0.00056660529,-0.00019501543999999997,0.00076162073,3.2819387
410.0,0.00055266601,-0.00020048930999999994,0.00075315532,3.3273313
420.0,0.00053713081,-0.00020292041999999994,0.00074005123,3.3439803
430.0,0.00052608178,-0.00020386307000000003,0.00072994485,3.3599974
440.0,0.00053001504,-0.00020632283000000004,0.00073633787,3.4236148
450.0,0.00053767248,-0.00020785984999999998,0.00074553233,3.5042393
460.0,0.00053467704,-0.00020247366000000007,0.0007371507,3.5109372
470.0,0.00054424594,-0.00020186593000000004,0.00074611187,3.6100762
480.0,0.00058476398,-0.00020923743000000005,0.00079400141,3.8492771
490.0,0.00065887258,-0.00023689896,0.00089577154,4.4368278
500.0,0.00080268479,-0.00030715291000000004,0.0011098377,5.8871435
510.0,0.0010434751,-0.0004448697000000001,0.0014883448,9.1531385
520.0,0.0013657358,-0.0006568411999999999,0.002022577,15.615802
530.0,0.001512538,-0.0008497030000000003,0.002362241,22.92732
540.0,0.0014082945,-0.0009508355000000001,0.00235913,28.92119
550.0,0.0011042631,-0.0009293737000000001,0.0020336368,31.395131
560.0,0.00078939511,-0.00084366069,0.0016330558,31.843157
570.0,0.0005240415,-0.0007451776000000001,0.0012692191,31.25114
580.0,0.00032701557,-0.00066424277,0.00099125834,30.642001
590.0,0.00018317937,-0.0006089627799999999,0.00079214215,30.350655
600.0,8.2034164e-05,-0.0005689731159999999,0.00065100728,30.496352
610.0,8.0555263e-06,-0.0005442911037,0.00055234663,31.238624
620.0,-5.1740982e-05,-0.000536193092,0.00048445211,32.91523
630.0,-0.00010287231,-0.00053881254,0.00043594023,35.625413
640.0,-0.0001534624,-0.00055943202,0.00040596962,39.53556
650.0,-0.00020863344,-0.00060046871,0.00039183527,44.974459
660.0,-0.00027529897,-0.0006689635,0.00039366453,52.48915
670.0,-0.00037180076,-0.00079374267,0.00042194191,62.904095
680.0,-0.0005105291,-0.0009851233000000002,0.0004745942,77.964844
690.0,-0.00071333694,-0.0012716739600000001,0.00055833702,99.356062
700.0,-0.0010418505,-0.00174120599,0.00069935549,133.30039
710.0,-0.0016072147,-0.00254428223,0.00093706753,190.44202
720.0,-0.0027463532,-0.004135907,0.0013895538,304.34843
730.0,-0.0046309127,-0.0066848064,0.0020538937,482.58462
740.0,-0.0058394655,-0.008155836100000001,0.0023163706,572.59564
750.0,-0.0049686543,-0.006745199,0.0017765447,460.42131
760.0,-0.003393906,-0.004497656,0.00110375,298.27865
770.0,-0.0021959593,-0.00284737074,0.00065141144,183.79437
780.0,-0.0014698235,-0.0018687301000000001,0.0003989066,117.46229
790.0,-0.0010338266,-0.00129165811,0.00025783151,79.125287
800.0,-0.00075922674,-0.00093354068,0.00017431394,55.846237
810.0,-0.0005786973,-0.00070114614,0.00012244884,40.951929
820.0,-0.00045545274,-0.0005444324129999999,8.8979673e-05,31.05231
830.0,-0.00036340764,-0.000429026622,6.5618982e-05,24.135184
840.0,-0.00029589277,-0.000345549181,4.9656411e-05,19.191717
850.0,-0.00024533246,-0.00028380320900000004,3.8470749e-05,15.557477
860.0,-0.00020654,-0.000236912295,3.0372295e-05,12.815575
870.0,-0.00017618859,-0.000200562594,2.4374004e-05,10.701293
880.0,-0.00015208226,-0.000171908677,1.9826417e-05,9.0356879
890.0,-0.00013303319,-0.00014940673200000001,1.6373542e-05,7.7058623
900.0,-0.00011936233,-0.000133276032,1.3913702e-05,6.6758353
