#Lambda,Qext,Qsca,Qabs,E^2
400.0,0.0025836544,0.00016330749999999986,0.0024203469,1.76201
410.0,0.0025284315,0.00015014660000000008,0.0023782849,1.7710219
420.0,0.0024670352,0.00013728760000000003,0.0023297476,1.7739454
430.0,0.0024093885,0.00012539219999999985,0.0022839963,1.7733322
440.0,0.0023730544,0.00011549840000000004,0.002257556,1.7752661
450.0,0.0023397956,0.00010620460000000014,0.002233591,1.7733761
460.0,0.0022806205,9.557969999999995e-05,0.0021850408,1.7540849
470.0,0.0022467819,8.741e-05,0.0021593719,1.7442338
480.0,0.0022632047,8.270919999999989e-05,0.0021804955,1.7548296
490.0,0.002358925,8.410699999999993e-05,0.002274818,1.821333
500.0,0.0026094084,9.738039999999991e-05,0.002512028,2.0195643
510.0,0.0030757619,0.0001302962999999999,0.0029454656,2.4738146
520.0,0.0037310628,0.00018849519999999996,0.0035425676,3.3176982
530.0,0.0040490381,0.00023244420000000012,0.0038165939,4.1218693
540.0,0.0038042342,0.00023874120000000028,0.003565493,4.5035508
550.0,0.0031107502,0.00020341239999999974,0.0029073378,4.2643878
560.0,0.0023988992,0.00015749269999999977,0.0022414065,3.7699282
570.0,0.0018247857,0.00011399039999999993,0.0017107953,3.2235876
580.0,0.0014316905,7.94941999999999e-05,0.0013521963,2.7765592
590.0,0.0011781019,5.349210000000007e-05,0.0011246098,2.4473893
600.0,0.0010002717,3.501685000000009e-05,0.00096525485,2.1578451
610.0,0.000877163,2.2139540000000024e-05,0.00085502346,1.8522945
620.0,0.00080851814,1.349811000000002e-05,0.00079502003,1.5924264
630.0,0.0007787054,8.159580000000055e-06,0.00077054582,1.4075284
640.0,0.0007898236,5.74488000000008e-06,0.00078407872,1.2996702
650.0,0.00084219384,6.423590000000003e-06,0.00083577025,1.2841686
660.0,0.00094530186,1.0835149999999997e-05,0.00093446671,1.3940086
670.0,0.00113685,2.048780000000008e-05,0.0011163622,1.6969024
680.0,0.0014274652,3.7565200000000106e-05,0.0013899,2.2996373
690.0,0.0018601157,6.57072000000002e-05,0.0017944085,3.3855646
700.0,0.0025690478,0.00011558419999999981,0.0024534636,5.4495085
710.0,0.0037715516,0.00020683690000000005,0.0035647147,9.466338
720.0,0.0060661286,0.00039901859999999945,0.00566711,18.375994
730.0,0.009659004,0.000731957200000001,0.0089270468,34.87088
740.0,0.012277269,0.0010198719999999998,0.011257397,51.048383
750.0,0.011323417,0.0010042540000000013,0.010319163,53.175024
760.0,0.0084922642,0.0007910439000000007,0.0077012203,44.441224
770.0,0.0059433726,0.0005824484999999999,0.0053609241,34.771439
780.0,0.004159882,0.00042913870000000015,0.0037307433,27.245288
790.0,0.0029831466,0.00032295230000000015,0.0026601943,21.814793
800.0,0.002208409,0.00024969770000000035,0.0019587113,17.944643
810.0,0.0016903237,0.00019806300000000006,0.0014922607,15.139505
820.0,0.0013385576,0.00016103619999999989,0.0011775214,13.08444
830.0,0.0010807606,0.00013371980000000008,0.0009470408,11.540221
840.0,0.0008939015,0.00011314186000000001,0.00078075964,10.36064
850.0,0.00075366281,9.722471999999997e-05,0.00065643809,9.4359997
860.0,0.00064582905,8.453664999999997e-05,0.0005612924,8.6879538
870.0,0.00056390439,7.426635000000003e-05,0.00048963804,8.0739254
880.0,0.00050173726,6.591694999999996e-05,0.00043582031,7.5727899
890.0,0.00045140733,5.910612999999998e-05,0.0003923012,7.1653284
900.0,0.00041059839,5.350096000000001e-05,0.00035709743,6.8334046
