lambda,qEXT,qSCA,qABS,eSQU
500,0.004638367,0.000294454,0.004343913,1.6662006
510,0.004797844,0.000336266,0.004461578,1.8354892
520,0.005078767,0.000424669,0.004654097,2.1869611
530,0.005713611,0.000576578,0.005137033,2.8008951
540,0.00663156,0.00080776,0.0058238,3.746121
550,0.007927217,0.001155123,0.006772093,5.157242
560,0.009634837,0.001662751,0.007972085,7.3050588
570,0.012212432,0.002471476,0.009740956,10.93358
580,0.016202562,0.003792426,0.012410136,17.287886
590,0.022210825,0.00591181,0.016299015,28.260102
600,0.028912415,0.008632354,0.020280061,43.794841
610,0.031328317,0.01035612,0.020972197,56.169959
620,0.026528593,0.009617683,0.01691091,55.978798
630,0.019219955,0.007611398,0.011608557,47.599179
640,0.013154945,0.0056316,0.007523345,37.866556
650,0.00909388,0.004162386,0.004931494,30.097174
660,0.006511202,0.003147581,0.003363621,24.467963
670,0.004891909,0.002436729,0.00245518,20.343704
680,0.003804004,0.00193691,0.001867094,17.343946
690,0.003051896,0.00157585,0.001476045,15.115722
700,0.00251196,0.001306315,0.001205645,13.403686
