lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
537.0,0.0010105465,-0.0020100765,0.003020623,61.730635,37.9584,28.45106,92.53026,62.2449,14.35807,156.17428
539.0,0.00097503154,-0.00209932806,0.0030743596,65.847926,41.2636,29.54299,99.42865,66.38386,14.41179,167.82952
540.0,0.00095340102,-0.00214038568,0.0030937867,67.837801,42.90346,30.05184,102.74736,68.38378,14.39171,173.48862
541.0,0.00092930457,-0.00217886303,0.0031081676,69.770522,44.52556,30.53555,106.1362,70.32575,14.34117,179.51098
543.0,0.0008742546000000001,-0.0022477621,0.0031220167,73.438117,47.69311,31.37587,112.61875,74.00928,14.14929,191.41347
545.0,0.0008111016,-0.0023056975,0.0031167991,76.806104,50.72403,32.01796,118.64325,77.38919,13.84562,202.68732
547.0,0.0007413125999999999,-0.0023529358000000003,0.0030942484,79.847872,53.58416,32.48571,124.1073,80.43876,13.44541,213.19882
549.0,0.0006681353200000001,-0.0023914402799999996,0.0030595756,82.655706,56.3091,32.77914,129.04641,83.25058,12.99103,223.137
550.0,0.00063355495,-0.00240979765,0.0030433526,84.16186,57.71993,32.96531,131.61357,84.75828,12.79031,228.34114
551.0,0.0005982816000000001,-0.002426332,0.0030246136,85.626302,59.10858,33.17908,134.47154,86.22348,12.57792,233.44583
553.0,0.00052614813,-0.00245437477,0.0029805229,88.43787,61.82379,33.50474,139.4178,89.03425,12.12403,243.3803
555.0,0.00045265528,-0.00247656022,0.0029292155,91.109988,64.46238,33.87322,144.11192,91.70285,11.64253,252.96848
557.0,0.00037859878,-0.00249401572,0.0028726145,93.669811,67.03934,34.18107,148.84309,94.25688,11.1468,262.27104
559.0,0.00030461569,-0.0025079082099999997,0.0028125239,96.148725,69.57342,34.31589,153.59249,96.72821,10.6517,271.35384
560.0,0.00026781063,-0.00251389697,0.0027817076,97.368973,70.83236,34.43748,155.83073,97.94436,10.40786,275.8469
561.0,0.00023119531,-0.0025194449900000004,0.0027506403000000005,98.582565,72.0897,34.46313,158.10738,99.15374,10.16905,280.32404
563.0,0.00015866458,-0.00252983782,0.0026885024,101.01116,74.6151,34.64715,162.55321,101.57376,9.71209,289.27297
565.0,8.719880900000001e-05,-0.0025402214910000003,0.0026274203,103.4742,77.17914,34.83938,167.00793,104.02884,9.29119,298.31478
567.0,1.6836026e-05,-0.0025516837740000003,0.0025685198000000003,106.01284,79.81249,34.95411,172.01846,106.56067,8.91641,307.55573
569.0,-5.2504109e-05,-0.0025652093090000002,0.0025127052,108.66671,82.5468,35.01645,176.91807,109.20967,8.59452,317.11874
570.0,-8.6841041e-05,-0.002573049341,0.0024862083,110.0501,83.96214,35.10528,179.74143,110.59157,8.45619,322.0586
571.0,-0.00012099899,-0.0025817515900000004,0.0024607526000000003,111.47748,85.415,35.24948,182.81959,112.01823,8.3335,327.12191
573.0,-0.00018891393,-0.00260216803,0.0024132541,114.48508,88.45004,35.55039,188.61387,115.02692,8.13823,337.68521
575.0,-0.00025658679,-0.0026272776899999998,0.0023706909,117.73027,91.68601,36.03358,194.55342,118.27721,8.01403,348.93156
577.0,-0.00032441368,-0.0026578737799999998,0.0023334601,121.25462,95.15797,36.48648,200.96223,121.81128,7.965,360.99767
579.0,-0.00039285188,-0.00269469088,0.002301839,125.09881,98.90194,37.06911,208.00629,125.67056,7.99552,374.00829
580.0,-0.00042745407,-0.00271566557,0.0022882115,127.15442,100.8878,37.36818,211.63402,127.73603,8.03638,380.91912
581.0,-0.00046240931,-0.0027384931100000003,0.0022760838,129.30618,102.95628,37.75721,215.22127,129.89919,8.07727,388.11702
583.0,-0.00053520754,-0.0027916129400000003,0.0022564054,133.89217,107.35496,38.37691,223.16385,134.51424,8.23768,403.36886
585.0,-0.00061228047,-0.00285554427,0.0022432638,138.94695,112.17796,39.12648,232.2278,139.60758,8.47965,420.07309
587.0,-0.00069242215,-0.0029292273500000003,0.0022368052,144.57737,117.49461,40.06765,242.41527,145.28556,8.82459,438.52188
589.0,-0.00077635405,-0.0030133871499999996,0.0022370331,150.84003,123.35831,41.06158,253.16286,151.60616,9.30224,458.90335
590.0,-0.0008199794400000001,-0.00305963644,0.002239657,154.22739,126.5131,41.54578,259.36812,155.02676,9.59458,469.88039
591.0,-0.0008648400300000001,-0.0031087845300000003,0.0022439445,157.79541,129.82578,42.26644,265.74366,158.63095,9.57465,481.3906
593.0,-0.0009586708,-0.0032161708,0.0022575,165.50542,136.95536,43.58403,278.97455,166.42274,9.3299,506.13263
595.0,-0.00105865,-0.0033362701,0.0022776201,174.03328,144.80603,45.13429,293.81727,175.04593,9.12673,533.30667
597.0,-0.0011655786,-0.0034697269999999997,0.0023041484,183.4398,153.43603,46.91774,309.69874,184.56215,9.02842,563.03921
599.0,-0.0012802168,-0.0036170458,0.002336829,193.77989,162.89796,49.05221,327.2069,195.02699,9.06372,595.46813
600.0,-0.0013406384,-0.0036959908,0.0023553524,199.31376,167.9545,50.01164,336.58045,200.62903,9.0688,612.92562
601.0,-0.0014032235,-0.0037784602,0.0023752367,205.09507,173.23306,51.21262,346.51243,206.48253,8.97101,632.42091
603.0,-0.0015350846,-0.0039538111,0.0024187265,217.40522,184.4639,53.31411,367.43522,218.94907,8.82934,673.96352
605.0,-0.0016759887,-0.0041423278,0.0024663391,230.69517,196.58248,55.59987,390.5757,232.41144,8.77057,718.85906
607.0,-0.0018256873,-0.0043423839999999995,0.0025166967,244.89857,209.53608,58.20209,415.28085,246.80289,8.80469,766.87934
609.0,-0.001983287,-0.0045511804,0.0025678934,259.87679,223.2084,61.07198,440.29059,261.98358,8.93396,817.54074
610.0,-0.0020645414,-0.0046575743999999995,0.002593033,267.58768,230.25531,62.34834,453.08648,269.80043,9.0331,843.61941
611.0,-0.0021470289000000004,-0.004764396200000001,0.0026173673000000003,275.39545,237.39874,63.82807,466.97486,277.7169,9.15326,870.02065
613.0,-0.0023140329,-0.0049758645,0.0026618316,291.09951,251.7995,66.8639,494.32365,293.64434,9.44866,923.09234
615.0,-0.0024800821,-0.005177349499999999,0.0026972674,306.49392,265.97825,69.56926,521.01272,309.26567,8.356,975.06309
617.0,-0.0026395812,-0.005359168399999999,0.0027195871999999995,321.09131,279.50011,72.23766,546.48941,324.08743,7.30093,1024.2448
619.0,-0.0027883476000000003,-0.0055184636000000006,0.002730116,335.69249,293.01626,74.90162,571.74658,338.91317,6.40488,1073.1536
620.0,-0.0028568585,-0.005585010600000001,0.0027281521,342.31817,299.1969,75.88933,583.12559,345.6463,6.00462,1095.3144
621.0,-0.0029201799,-0.0056408128000000005,0.0027206329,348.35336,304.86737,77.08589,593.4318,351.78412,5.64657,1115.474
623.0,-0.0030273176,-0.005714286,0.0026869684,358.22255,314.29232,78.53642,610.72006,361.83837,5.07481,1148.3966
625.0,-0.003102188,-0.0057282229,0.0026260349,364.48104,320.55218,79.22867,621.84715,368.24596,4.73516,1169.2987
627.0,-0.0031384905,-0.0056750067000000005,0.0025365162,366.46205,323.03711,79.19272,626.07445,370.32961,4.64046,1176.0942
629.0,-0.0031322979,-0.0055516692,0.0024193713,363.77081,321.37412,78.23791,623.05667,367.68624,4.76137,1167.6525
630.0,-0.0031128983000000003,-0.005464298,0.0023513997,360.64563,318.95513,77.22793,617.79233,364.56316,4.88793,1157.6809
631.0,-0.0030828702,-0.005360819100000001,0.0022779489,356.36828,315.50367,76.28654,610.71565,360.27289,5.04743,1144.019
633.0,-0.0029929224,-0.005110563,0.0021176406,344.59578,305.70443,73.60447,590.60637,348.43072,4.79665,1106.4304
635.0,-0.0028681891,-0.0048133338,0.0019451447,329.12173,292.54927,70.08446,565.41377,332.83368,3.82122,1057.1896
637.0,-0.002716505,-0.0044840085,0.0017675035,310.83355,276.81257,66.14805,534.59416,314.37788,3.03397,999.17848
639.0,-0.0025465612,-0.0041377989,0.0015912377,290.70166,259.34896,61.77456,500.95674,294.04579,2.45877,935.53464
640.0,-0.0024574196,-0.0039627620999999995,0.0015053425,280.23982,250.23115,59.49057,483.27554,283.47529,2.24427,902.52525
641.0,-0.0023668105,-0.0037884929,0.0014216824,269.65771,240.98442,56.97855,465.12868,272.78097,2.07529,869.16894
643.0,-0.0021846184,-0.0034473304,0.001262712,248.50489,222.43795,52.41422,428.87054,251.39805,1.85692,802.5504
645.0,-0.0020058309,-0.0031225671,0.0011167362,227.87272,204.27758,47.90986,393.85085,230.53614,1.75795,737.60195
647.0,-0.001834694,-0.0028195708199999997,0.00098487682,208.21081,186.91517,43.9321,359.74278,210.65167,1.74111,675.58576
649.0,-0.0016739484,-0.00254121882,0.0008672704199999999,189.80433,170.61695,39.779,327.68423,192.03455,1.77418,617.60237
650.0,-0.0015979865,-0.0024116368100000002,0.00081365031,181.12364,162.9168,37.72912,312.7036,183.25378,1.76194,590.36161
651.0,-0.0015251175,-0.00228847291,0.00076335541,172.80501,155.52922,35.94129,298.12071,174.83873,1.66931,564.12384
653.0,-0.0013887818,-0.00206094329,0.00067216149,157.26246,141.70627,32.3534,271.38764,159.11491,1.53963,514.77963
655.0,-0.0012648672,-0.0018573665100000002,0.00059249931,143.15567,129.13713,29.27292,247.03364,144.84199,1.40648,469.53931
657.0,-0.0011528594,-0.0016759753999999998,0.000523116,130.41699,117.76807,26.53107,224.37003,131.95194,1.22304,428.25624
659.0,-0.0010519905,-0.00151476639,0.0004627758900000001,118.95276,107.52104,24.02766,204.23654,120.35011,0.98901,390.69998
660.0,-0.0010058508,-0.00144184352,0.0004359927200000001,113.59486,102.72738,22.84628,194.96173,114.92723,0.89576,373.24473
661.0,-0.00096251412,-0.00137384975,0.00041133563,108.45741,98.12849,21.79298,186.2467,109.72699,0.82757,356.67236
663.0,-0.0008825527699999998,-0.0012493488199999997,0.00036679605,99.005711,89.66126,19.72904,170.3719,100.15949,0.74292,326.21206
665.0,-0.00081076144,-0.0011386522399999999,0.0003278908,90.549868,82.07983,17.95054,155.53832,91.59987,0.70281,299.01001
667.0,-0.0007462675200000001,-0.00104012735,0.00029385983,82.977861,75.28627,16.37275,142.6851,83.93492,0.53539,274.6733
669.0,-0.00068827937,-0.0009523229499999999,0.00026404357999999995,76.189001,69.19211,15.04137,131.04256,77.06284,0.3954,252.82826
670.0,-0.00066149902,-0.00091203467,0.00025053565,73.059635,66.38163,14.40249,125.49555,73.89511,0.34196,242.73292
671.0,-0.0006360826799999999,-0.0008739547299999999,0.00023787205,70.093154,63.71689,13.78515,120.27648,70.89228,0.30511,233.14354
673.0,-0.00058904992,-0.0008039225500000001,0.00021487263,64.611697,58.79011,12.62306,110.74891,65.34371,0.26125,215.2863
675.0,-0.00054661461,-0.00074123416,0.00019461955,59.674488,54.34885,11.60403,102.57508,60.34613,0.24627,199.02879
680.0,-0.00045750126,-0.0006112578,0.00015375654,49.328593,45.02509,9.52598,85.09632,49.87427,0.15626,164.52849
690.0,-0.00033375072,-0.00043487167,0.00010112095,34.972435,32.02884,6.67141,60.5182,35.35114,0.03533,119.70066
700.0,-0.00025275278,-0.000322287687,6.9534907e-05,25.672325,23.5763,4.81841,44.52582,25.94197,0.05251,86.97575
710.0,-0.0001967667,-0.000246083708,4.9317008e-05,19.39938,17.85368,3.56976,33.60792,19.58836,0.0023,65.20506
720.0,-0.00015445027,-0.00018968089599999998,3.5230626e-05,14.875591,13.70707,2.70277,25.71271,15.00245,0.00013,50.58518
730.0,-0.00012390189,-0.000149781231,2.5879341e-05,11.674132,10.74824,2.08626,20.22318,11.75489,0.00464,41.74649
740.0,-0.0001024256,-0.000122209007,1.9783407e-05,9.4246928,8.66843,1.65627,16.26469,9.4794,0.0017,33.23082
750.0,-8.608551e-05,-0.000101529949,1.5444439e-05,7.7373593,7.11783,1.37637,13.26418,7.77819,0.00047,27.22363
760.0,-7.3579707e-05,-8.5922494e-05,1.2342787e-05,6.4430022,5.92164,1.14922,11.04904,6.47254,0.00055,22.70627
770.0,-6.3484962e-05,-7.351048499999999e-05,1.0025523e-05,5.4135978,4.96733,0.96501,9.37608,5.43732,0.00015,18.96775
780.0,-5.5277251e-05,-6.354995e-05,8.272699e-06,4.5951226,4.21346,0.82079,7.98396,4.618,0.00077,16.04924
790.0,-4.8533223e-05,-5.54696478e-05,6.9364248e-06,3.9363087,3.60566,0.7068,6.83382,3.95694,0.00445,13.65681
800.0,-4.2952231e-05,-4.8884865e-05,5.932634e-06,3.4009236,3.10593,0.62489,5.91366,3.41672,0.00184,11.88118
810.0,-3.8291355e-05,-4.3458993e-05,5.167637999999998e-06,2.9613857,2.69651,0.54526,5.14956,2.97445,0.0021,10.42716
820.0,-3.4322715e-05,-3.886660459999999e-05,4.5438895999999985e-06,2.5961213,2.35932,0.47442,4.50457,2.60865,0.00111,9.47352
830.0,-3.0636599e-05,-3.46486211e-05,4.0120221e-06,2.2873219,2.07155,0.43548,3.95402,2.29883,0.00073,8.5199
840.0,-2.7553405e-05,-3.11706695e-05,3.6172645e-06,2.0297717,1.82901,0.40342,3.48742,2.03949,3e-05,7.62745
850.0,-2.4965821e-05,-2.82839758e-05,3.3181548e-06,1.8128864,1.62525,0.36905,3.09796,1.82123,0.00024,6.77489
860.0,-2.2757856e-05,-2.5849421300000003e-05,3.0915653e-06,1.6289576,1.45308,0.33946,2.77259,1.63701,0.00082,6.19093
870.0,-2.0906255e-05,-2.38564721e-05,2.9502171e-06,1.4742678,1.30777,0.32284,2.49593,1.48317,0.0001,5.98348
880.0,-1.9368148e-05,-2.22342358e-05,2.8660878e-06,1.3431979,1.18363,0.31143,2.26814,1.35354,0.00023,5.60487
890.0,-1.8071031e-05,-2.0879698899999998e-05,2.8086679e-06,1.2298678,1.07503,0.29873,2.04618,1.24124,0.0003,5.31315
900.0,-1.7152089999999994e-05,-1.9933816599999995e-05,2.7817266e-06,1.1336948,0.98155,0.28231,1.86392,1.1458,0.0002,4.8047
