lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
400.0,0.0014181513,5.429140000000007e-05,0.0013638599,1.892021,1.08903,0.97854,2.77295,1.92062,0.55646,4.6595
410.0,0.0013870685000000002,4.9731000000000124e-05,0.0013373375,1.8986086,1.09231,0.98141,2.78217,1.92739,0.56141,4.67227
420.0,0.0013528035999999998,4.531059999999978e-05,0.001307493,1.898392,1.08938,0.98275,2.78114,1.92715,0.56658,4.66187
430.0,0.0013218286,4.127899999999975e-05,0.0012805496000000002,1.8954589,1.07964,0.98768,2.7714,1.92415,0.57665,4.63263
440.0,0.0013053219,3.801309999999997e-05,0.0012673088,1.8985529,1.06347,1.00533,2.76198,1.92745,0.59987,4.5973
450.0,0.0012916629,3.498770000000002e-05,0.0012566752,1.8987598,1.03799,1.02897,2.7426,1.92782,0.62783,4.53701
460.0,0.0012630209,3.149849999999998e-05,0.0012315224,1.8781161,0.99487,1.04625,2.68792,1.90667,0.65401,4.40863
470.0,0.0012501001,2.887719999999992e-05,0.0012212229,1.8708895,0.95237,1.07786,2.64836,1.89942,0.69041,4.3
480.0,0.0012696085,2.7505599999999922e-05,0.0012421029,1.8927946,0.90559,1.14556,2.63314,1.92244,0.7546,4.2206
490.0,0.0013363035,2.8252899999999968e-05,0.0013080506,1.9852018,0.89696,1.25338,2.72099,2.01838,0.84077,4.32016
500.0,0.0014953719,3.31877999999999e-05,0.0014621841,2.2440104,0.99231,1.44147,3.05998,2.28635,0.96597,4.88204
510.0,0.0017788247,4.5044699999999965e-05,0.00173378,2.8230229,1.33264,1.74707,3.92087,2.88511,1.12073,6.41101
520.0,0.0021537341,6.546489999999976e-05,0.0020882692000000003,3.8716176,2.11157,2.15007,5.6055,3.96864,1.22659,9.53414
530.0,0.0022813057,7.93997000000002e-05,0.002201906,4.7862263,3.08451,2.23131,7.31021,4.91246,1.00889,13.20095
540.0,0.0020755583,7.985129999999981e-05,0.001995707,5.1390023,3.78412,1.97192,8.20896,5.27518,0.61646,15.77571
550.0,0.0016553734,6.738169999999984e-05,0.0015879917000000002,4.7969185,3.87856,1.52219,7.9237,4.92008,0.28894,16.28984
560.0,0.001258557,5.241779999999997e-05,0.0012061392,4.2138104,3.61434,1.14317,7.10159,4.31663,0.11562,15.86146
570.0,0.00095000618,3.855914000000006e-05,0.00091144704,3.5889903,3.18458,0.8665,6.11391,3.67073,0.04861,15.09786
580.0,0.00073942301,2.7557389999999953e-05,0.00071186562,3.0554047,2.73478,0.71238,5.20848,3.11971,0.03318,14.25991
590.0,0.0006013622900000001,1.914543000000016e-05,0.0005822168599999999,2.6053399,2.26801,0.66992,4.40556,2.65544,0.03127,13.50994
600.0,0.0005143904799999999,1.3027469999999947e-05,0.00050136301,2.2233117,1.82792,0.66307,3.7111,2.26178,0.01174,12.57519
610.0,0.00046945596,8.64797999999996e-06,0.00046080798,1.9146403,1.44249,0.69307,3.09647,1.94509,0.01026,10.81662
620.0,0.0004580039900000001,5.635960000000104e-06,0.00045236803,1.6963124,1.11351,0.77553,2.59213,1.72361,0.01808,8.05974
630.0,0.0004717450900000001,3.7335600000001066e-06,0.00046801153,1.5805636,0.85759,0.90733,2.22902,1.60969,0.01599,8.92378
640.0,0.0005178721099999999,2.875969999999975e-06,0.00051499614,1.5977174,0.74391,1.08273,2.10305,1.63589,0.03923,12.36148
650.0,0.0005992944200000001,3.1253200000000035e-06,0.0005961691,1.8041387,0.88347,1.26361,2.31775,1.86216,0.03484,17.64103
