#Lambda,Qext,Qsca,Qabs,E^2
300.0,0.0048575824,0.0009060581,0.0039515243,2.4052323
310.0,0.0047373397,0.0008274086999999998,0.003909931,2.4596259
320.0,0.004606532,0.000753503,0.003853029,2.5062278
330.0,0.0045556273,0.0006925163999999999,0.0038631109,2.5472601
340.0,0.0044321199,0.0006248207999999997,0.0038072991,2.5632431
350.0,0.0042637956,0.0005580706000000001,0.003705725,2.5645221
360.0,0.0041728188,0.0005149165000000004,0.0036579023,2.6107969
370.0,0.0041473542,0.0004890256999999999,0.0036583285,2.7001949
380.0,0.0041181013,0.00046517110000000037,0.0036529302,2.7931043
390.0,0.0040281426,0.00043180040000000055,0.0035963422,2.8421139
400.0,0.0039266946,0.0003975497999999999,0.0035291448,2.8710002
410.0,0.003843659,0.0003670607,0.0034765983,2.8987573
420.0,0.0037489287,0.00033645060000000006,0.0034124781,2.9085242
430.0,0.003663576,0.00030812159999999995,0.0033554544,2.91098
440.0,0.0036236859,0.00028553660000000007,0.0033381493,2.9283508
450.0,0.003593879,0.00026457140000000004,0.0033293076,2.9403822
460.0,0.0035177547,0.00023909780000000002,0.0032786569,2.9016322
470.0,0.0034920826,0.0002207276999999998,0.0032713549,2.8979532
480.0,0.0035642413,0.0002121117000000003,0.0033521296,2.9624267
490.0,0.0037793879,0.0002211282999999998,0.0035582596,3.1989812
500.0,0.0042742586,0.00026552910000000006,0.0040087295,3.8425071
510.0,0.0051512807,0.0003696226999999998,0.004781658,5.2770367
520.0,0.0063608535,0.0005519028000000002,0.0058089507,7.9143387
530.0,0.0070981597,0.0007099994000000004,0.0063881603,10.629453
540.0,0.007122478,0.0007915381999999997,0.0063309398,12.605891
550.0,0.0066166519,0.0007926036000000004,0.0058240483,13.540222
560.0,0.0060657937,0.0007878973999999993,0.0052778963,14.417025
570.0,0.0053096383,0.0007787612999999999,0.004530877,15.256598
580.0,0.0041694434,0.0007143863000000001,0.0034550571,15.060052
590.0,0.0029757193,0.0005952513999999999,0.0023804679,13.596104
600.0,0.0020945372,0.0004791941000000001,0.0016153431,11.895277
610.0,0.0015164006,0.000387381,0.0011290196,10.455204
620.0,0.0011409894,0.0003192179999999999,0.0008217714,9.3578757
630.0,0.0008887701,0.00026898697000000006,0.00061978313,8.5510081
640.0,0.00071384408,0.00023029633000000004,0.00048354775,7.9236773
650.0,0.00058472362,0.0002000323,0.00038469132,7.4209317
660.0,0.00048288681,0.00017551094999999998,0.00030737586,6.9869739
670.0,0.00040686239,0.00015483209999999996,0.00025203029,6.5861288
680.0,0.00034763176,0.00013735954,0.00021027222,6.2358621
690.0,0.000302268,0.00012260579,0.00017966221,5.9368902
700.0,0.0002668365,0.00011006631000000001,0.00015677019,5.6782066
710.0,0.00023821999,9.933256e-05,0.00013888743,5.4535543
720.0,0.00021391937,9.002903e-05,0.00012389034,5.2564999
730.0,0.00019341915,8.19208e-05,0.00011149835,5.0819093
740.0,0.00017617552,7.482305e-05,0.00010135247,4.9276348
750.0,0.0001614202,6.857778699999999e-05,9.2842413e-05,4.7899277
760.0,0.00014877918,6.3041922e-05,8.5737258e-05,4.6657474
770.0,0.00013785835,5.811007599999999e-05,7.9748274e-05,4.5537018
780.0,0.00012810226,5.370661099999999e-05,7.4395649e-05,4.4518355
790.0,0.00011927084,4.975267700000001e-05,6.9518163e-05,4.3585724
800.0,0.00011126689,4.619055199999999e-05,6.5076338e-05,4.2731927
810.0,0.00010395718,4.2974638000000004e-05,6.0982542e-05,4.1946781
820.0,9.7214713e-05,4.0055386000000005e-05,5.7159327e-05,4.1217439
830.0,9.0398582e-05,3.7387408e-05,5.3011174e-05,4.0532553
840.0,8.430059e-05,3.496105e-05,4.933954e-05,3.9897358
850.0,7.8895284e-05,3.2746807e-05,4.6148477e-05,3.9311458
860.0,7.4087738e-05,3.0720055e-05,4.3367683e-05,3.8770669
870.0,6.9814975e-05,2.885955e-05,4.0955425e-05,3.8270247
880.0,6.6007601e-05,2.7151296e-05,3.8856305e-05,3.7805173
890.0,6.2592067e-05,2.5578923000000003e-05,3.7013144e-05,3.7370627
900.0,5.9979486e-05,2.4138172000000002e-05,3.5841314e-05,3.6973832
910.0,5.7695646e-05,2.2805251000000003e-05,3.4890395e-05,3.6604633
920.0,5.559955e-05,2.1566089999999996e-05,3.403346e-05,3.6260132
930.0,5.3656622e-05,2.0416313e-05,3.3240309e-05,3.5936699
940.0,5.1847297e-05,1.9344726000000002e-05,3.2502571e-05,3.5631627
950.0,5.0151277e-05,1.8349574e-05,3.1801703e-05,3.5342361
960.0,4.8530692e-05,1.7420407e-05,3.1110285e-05,3.5065621
970.0,4.6975956e-05,1.6553697999999998e-05,3.0422258e-05,3.480027
980.0,4.548776e-05,1.5740501999999998e-05,2.9747258e-05,3.4546517
990.0,4.3965105e-05,1.4979101999999996e-05,2.8986003e-05,3.4302513
1000.0,nan,nan,nan,nan
