lambda,qEXT,qSCA,qABS,eSQU,eSQUdev,eSQUQ1,eSQUQ3,eSQUavg,eSQUmin,eSQUmax
400.0,0.0051410831,0.0005627604,0.0045783227,1.9238473,1.09147,1.00285,2.77415,1.94844,0.58871,4.74624
410.0,0.0050525154,0.0005230278999999996,0.0045294875,1.9454322,1.10066,1.01618,2.80499,1.97034,0.59928,4.78207
420.0,0.0049475758,0.0004828949000000001,0.0044646809,1.958635,1.10342,1.02673,2.82193,1.98368,0.60864,4.79067
430.0,0.0048397353,0.0004440264999999999,0.0043957088,1.9645392,1.09582,1.03866,2.82503,1.98958,0.62312,4.76563
440.0,0.004753516,0.00040904350000000016,0.0043444725,1.9670725,1.07248,1.06076,2.81182,1.99215,0.65332,4.70172
450.0,0.004665206,0.00037531139999999984,0.0042898946,1.9623965,1.03655,1.08662,2.78049,1.98739,0.6886,4.59975
460.0,0.0045281279,0.0003374886999999993,0.0041906392,1.937131,0.98679,1.10384,2.71996,1.96152,0.71904,4.43799
470.0,0.0044303161,0.0003072215999999992,0.0041230945000000005,1.9200531,0.93154,1.13424,2.66096,1.94413,0.76357,4.28142
480.0,0.0043891016,0.0002851099999999999,0.0041039916,1.9147447,0.85635,1.19367,2.59774,1.93904,0.84287,4.10499
490.0,0.004475280900000001,0.0002817524000000007,0.0041935285,1.9680133,0.80504,1.29093,2.61063,1.99422,0.95577,4.06892
500.0,0.0047935072,0.0003110538999999994,0.0044824533000000005,2.15037,0.81747,1.46535,2.7986,2.18221,1.13166,4.37067
510.0,0.0054222556,0.0003877682999999998,0.0050344873,2.5631779,0.98327,1.75392,3.33326,2.60708,1.36914,5.36379
520.0,0.0063310896,0.0005126562000000003,0.0058184334,3.2769863,1.40854,2.13672,4.37094,3.34105,1.52847,7.45975
525.0,0.006717917800000001,0.0005653080000000005,0.0061526098,3.6414228,1.70084,2.26159,4.96688,3.71508,1.50931,8.73457
527.0,0.0068377099,0.0005810872999999998,0.0062566226,3.7709628,1.81809,2.29432,5.18945,3.8479,1.47786,9.22213
529.0,0.0069371988,0.0005938845999999996,0.0063433142,3.8904629,1.93335,2.31739,5.40088,3.97037,1.43611,9.69166
530.0,0.0069781811,0.0005989785999999993,0.0063792025,3.9453582,1.98934,2.32578,5.50031,4.02659,1.41119,9.91659
531.0,0.0070127604,0.0006031147000000008,0.006409645699999999,3.9964206,2.0437,2.33138,5.59484,4.07887,1.38364,10.13319
533.0,0.0070612613,0.0006082846999999995,0.0064529766,4.0852823,2.14597,2.33564,5.7644,4.16979,1.32108,10.53373
535.0,0.0070806193,0.0006090411999999995,0.006471578100000001,4.154077,2.23698,2.33021,5.90571,4.24007,1.24837,10.88349
537.0,0.0070700975,0.0006052486999999999,0.0064648488,4.200614,2.31403,2.31489,6.01209,4.28747,1.15857,11.17662
539.0,0.0070303752,0.0005969878000000005,0.0064333874,4.2235995,2.37478,2.28849,6.08155,4.31066,1.06095,11.43139
540.0,0.0070002327,0.000591271,0.0064089617,4.2262483,2.39859,2.27379,6.09958,4.31317,1.01,11.53493
541.0,0.0069637812,0.0005845798999999999,0.0063792013,4.2230982,2.41784,2.25696,6.10886,4.30972,0.95807,11.62197
