#Lambda,Qext,Qsca,Qabs,E^2
300.0,3.9975338e-05,-3.086116e-05,7.0836498e-05,2.486502
310.0,3.7507838e-05,-3.2658487e-05,7.0166325e-05,2.5509562
320.0,3.4078108e-05,-3.3669682000000005e-05,6.774779e-05,2.6053524
330.0,3.5856946e-05,-3.7265786999999996e-05,7.3122733e-05,2.8359662
340.0,3.5079172e-05,-3.825804e-05,7.3337212e-05,2.9121004
350.0,3.2390872e-05,-3.7420399e-05,6.9811271e-05,2.8690862
360.0,3.0257724e-05,-3.8585605000000006e-05,6.8843329e-05,2.943074
370.0,2.8753664e-05,-4.176308999999999e-05,7.0516754e-05,3.1235963
380.0,2.7192805e-05,-4.5024537000000004e-05,7.2217342e-05,3.2883648
390.0,2.4939521e-05,-4.6023930999999996e-05,7.0963452e-05,3.3335342
400.0,2.3074546e-05,-4.635824099999999e-05,6.9432787e-05,3.3567703
410.0,2.2039706e-05,-4.7107630000000005e-05,6.9147336e-05,3.4225492
420.0,2.1149542e-05,-4.7122637e-05,6.8272179e-05,3.4564436
430.0,2.0898741e-05,-4.716893600000001e-05,6.8067677e-05,3.5104706
440.0,2.2184901e-05,-4.8714852999999995e-05,7.0899754e-05,3.6830792
450.0,2.4122256e-05,-5.0350585999999994e-05,7.4472842e-05,3.8991875
460.0,2.5715121e-05,-4.9579655000000006e-05,7.5294776e-05,4.0008168
470.0,2.8358516e-05,-5.0834026e-05,7.9192542e-05,4.2637435
480.0,3.4816818e-05,-5.6971476e-05,9.1788294e-05,4.899929
490.0,4.4558001e-05,-7.2587079e-05,0.00011714508,6.2355228
500.0,6.1740376e-05,-0.000113760684,0.00017550106,9.5489316
510.0,8.9253636e-05,-0.00021439057400000002,0.00030364421,17.989736
520.0,0.00012163205,-0.00043420342000000003,0.00055583547,38.978151
530.0,0.00010190732,-0.00072933798,0.0008312453,71.061334
540.0,7.203566e-06,-0.001057710134,0.0010649137,113.46699
550.0,-0.00015216465,-0.00129859375,0.0011464291,153.76779
560.0,-0.0003105641,-0.0013922301,0.001081666,184.28714
570.0,-0.00038654233,-0.00121325525,0.00082671292,179.59045
580.0,-0.00033475411,-0.0008293641199999999,0.00049461001,136.3199
590.0,-0.00022885619,-0.00047634595,0.00024748976,85.426078
600.0,-0.0001461321,-0.00026743005,0.00012129795,51.81313
610.0,-9.4539139e-05,-0.000157053127,6.2513988e-05,32.598906
620.0,-6.3563481e-05,-9.8236415e-05,3.4672934e-05,21.743249
630.0,-4.4607515e-05,-6.5546184e-05,2.0938669e-05,15.428425
640.0,-3.2669977e-05,-4.6564765e-05,1.3894788e-05,11.44714
650.0,-2.4867013e-05,-3.4996213e-05,1.01292e-05,8.8562329
660.0,-1.9567466e-05,-2.7460198099999998e-05,7.8927321e-06,7.0676425
670.0,-1.6115696e-05,-2.2494419100000003e-05,6.3787231e-06,5.7418547
680.0,-1.3639496e-05,-1.88179279e-05,5.1784319e-06,4.7505485
690.0,-1.1799225e-05,-1.60027774e-05,4.2035524e-06,3.9974327
700.0,-1.024385e-05,-1.35965553e-05,3.3527053e-06,3.3993897
710.0,-8.7298861e-06,-1.1321739299999999e-05,2.5918532e-06,2.9012836
720.0,-7.2318961e-06,-9.1829444e-06,1.9510483e-06,2.4522098
730.0,-6.0464718e-06,-7.5486612e-06,1.5021894e-06,2.0835419
740.0,-5.1609409e-06,-6.3555196999999994e-06,1.1945788e-06,1.7916582
750.0,-4.4754995e-06,-5.44867807e-06,9.7317857e-07,1.5535011
760.0,-3.9263298e-06,-4.7296723099999995e-06,8.0334251e-07,1.3565185
770.0,-3.4880111e-06,-4.16024998e-06,6.7223888e-07,1.1909521
780.0,-3.1407376e-06,-3.71418528e-06,5.7344768e-07,1.05386
790.0,-2.8463297e-06,-3.34312739e-06,4.9679769e-07,0.93939363
800.0,-2.5773992e-06,-3.0104386700000003e-06,4.3303947e-07,0.84214687
810.0,-2.3189047e-06,-2.69323576e-06,3.7433106e-07,0.75658516
820.0,-2.0782333e-06,-2.39842841e-06,3.2019511e-07,0.67963073
830.0,-1.8511165e-06,-2.12489499e-06,2.7377849e-07,0.61112541
840.0,-1.6676012e-06,-1.90768774e-06,2.4008654e-07,0.55248558
850.0,-1.5212161e-06,-1.73620806e-06,2.1499196e-07,0.50213399
860.0,-1.3996035e-06,-1.59467759e-06,1.9507409e-07,0.45855628
870.0,-1.2930987e-06,-1.4721541199999999e-06,1.7905542e-07,0.4207974
880.0,-1.1959647e-06,-1.3615840699999998e-06,1.6561937e-07,0.38765336
890.0,-1.1053861e-06,-1.25919259e-06,1.5380649e-07,0.35807892
900.0,-1.034585e-06,-1.17951189e-06,1.4492689e-07,0.3323053
910.0,-9.7410194e-07,-1.11262285e-06,1.3852091e-07,0.30916938
920.0,-9.2226853e-07,-1.05660642e-06,1.3433789e-07,0.28828167
930.0,-8.7655146e-07,-1.00772084e-06,1.3116938e-07,0.26939546
940.0,-8.3365133e-07,-9.6142664e-07,1.2777531e-07,0.2521243
950.0,-7.9313975e-07,-9.162337799999999e-07,1.2309403e-07,0.23602531
960.0,-7.5582271e-07,-8.726857400000001e-07,1.1686303e-07,0.22102252
970.0,-7.2187487e-07,-8.318136700000001e-07,1.099388e-07,0.20710982
980.0,-6.919112e-07,-7.9509526e-07,1.0318406e-07,0.19429755
990.0,-6.6325051e-07,-7.60150906e-07,9.6900396e-08,0.18247874
1000.0,nan,nan,nan,nan
